date_submitted,ideal_adoption_timeline,reason_for_adoption,specific_animal,adults_in_home,children_in_home,all_household_agree,allergies,home_owner,home_pet_policy,experience,budget_monthly,budget_emergency,home_alone_avg,home_alone_max,pet_kept,exercise,needs,return_pet,how_heard,outcome_trello_id,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,City,State,ZIP
12/9/2018,one-month-or-more,"myself,my-kids",TRUE,1,2,yes,not-sure,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$200.00,$500.00,NA,NA,inside-only,"toy-mice,wand-toys",scratching-post,none,website,NA,42,101,5500,42101005500,55,Census Tract 55,G5020,S,1168597,12010,39.9074191,-75.2489174,Philadelphia,PA,19153
12/9/2018,today,myself,FALSE,0,0,yes,no-allergies,myself,NA,grew-up-with-pet,$100.00,$200.00,3 h,NA,inside-only,toy-mice,scratching-post,none,NA,NA,42,45,403200,42045403200,4032,Census Tract 4032,G5020,S,1545514,0,39.9224103,-75.2881193,Darby,PA,19023
12/9/2018,today,myself,TRUE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",$250.00,"$5,000.00",NA,9 h,inside-only,"toy-mice,other-cats,wand-toys","scratching-post,nail-clip",none,website,NA,42,45,409904,42045409904,4099.04,Census Tract 4099.04,G5020,S,14403420,20053,40.0031263,-75.4168968,Philaldelphia,PA,19073
12/9/2018,one-month-or-more,"myself,mouser",TRUE,2,1,yes,not-sure,myself,NA,"grew-up-with-pet,currently-have-pet",$400.00,$500.00,NA,NA,inside-only,"other-cats,wand-toys,toy-mice",scratching-post,none,website,NA,42,101,4001,42101004001,40.01,Census Tract 40.01,G5020,S,314911,0,39.9238033,-75.1662098,Philadelphia,PA,19148
12/9/2018,one-month-or-more,myself,TRUE,3,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine",$100.00,"$2,000.00",7 h,NA,inside-only,"wand-toys,other-cats,toy-mice","nail-clip,scratching-post","becomes-aggressive,litter-box-issues",facebook,NA,42,101,8702,42101008702,87.02,Census Tract 87.02,G5020,S,283544,0,39.9538112,-75.2070434,Philadelphia,PA,19104
12/9/2018,one-month-or-more,myself,FALSE,24,1,yes,no-allergies,myself,NA,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet",$250.00,"$5,000.00",1 h,6 h,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post","other,allergies-appear",NA,NA,42,101,1001,42101001001,10.01,Census Tract 10.01,G5020,S,229397,0,39.9456722,-75.151602,Philadelphia,PA,19106
12/9/2018,one-month-or-more,myself,TRUE,2,1,yes,no-allergies,myself,NA,"lived-wit-previous-housemates-pets,euthanized-a-pet",$125.00,$540.00,NA,6 h,inside-only,"toy-mice,other-cats",scratching-post,none,NA,NA,42,17,101401,42017101401,1014.01,Census Tract 1014.01,G5020,S,5979917,5492,40.1426191,-75.0077058,Feasterville,PA,19053
12/9/2018,today,myself,TRUE,0,3,yes,no-allergies,myself,NA,"grew-up-with-pet,never-lived-with-or-owned-a-pet-before",$85.00,$500.00,NA,NA,inside-only,toy-mice,other,none,"website,other",NA,42,45,403502,42045403502,4035.02,Census Tract 4035.02,G5020,S,1041664,0,39.9020252,-75.2966528,Glenolden,PA,19036
12/9/2018,one-month-or-more,other,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,$200.00,2 h,NA,inside-only,toy-mice,"scratching-post,declaw","allergies-appear,becomes-aggressive",website,NA,42,101,6900,42101006900,69,Census Tract 69,G5020,S,704352,102802,39.9321566,-75.2137508,Philadelphia,PA,19143
12/9/2018,today,myself,FALSE,2,0,yes,no-allergies,family-member-or-friend,NA,"given-pet-to-another,grew-up-with-pet,lived-wit-previous-housemates-pets,pet-died-in-care",$100.00,$500.00,NA,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,NA,34,7,603902,34007603902,6039.02,Census Tract 6039.02,G5020,S,1391656,31552,39.90038,-75.0595259,Collingswood,NJ,8107
12/9/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,$200.00,"$1,000.00",7 h,10 h,inside-only,"toy-mice,wand-toys",scratching-post,none,website,NA,42,45,407401,42045407401,4074.01,Census Tract 4074.01,G5020,S,4587540,21141,39.9127152,-75.3707837,Media,PA,19063
12/8/2018,today,mouser,FALSE,1,0,yes,very-allergic,family-member-or-friend,NA,"currently-have-pet,grew-up-with-pet,euthanized-a-pet",$100.00,$230.00,8 h,9 h,"inside-outside,inside-with-yard-access","not-much,other-cats","scratching-post,not-sure,declaw",none,NA,NA,42,101,21500,42101021500,215,Census Tract 215,G5020,S,1004126,24008,40.0354678,-75.2311685,Philadelphia,PA,19128
12/8/2018,today,"myself,my-kids",TRUE,4,2,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$200.00,$500.00,4 h,8 h,inside-only,"toy-mice,wand-toys,other-cats",not-sure,becomes-aggressive,website,NA,42,101,31600,42101031600,316,Census Tract 316,G5020,S,715239,0,40.032605,-75.0590762,Philadelphia,PA,19149
12/8/2018,today,my-kids,TRUE,1,2,yes,mildly-allergic,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",$350.00,"$4,000.00",3 h,NA,inside-only,"toy-mice,wand-toys",scratching-post,moving-too-far,other,NA,42,91,205400,42091205400,2054,Census Tract 2054,G5020,S,4760053,0,40.0078772,-75.2756665,WYNNEWOOD,PA,19096-4031
12/8/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet",$200.00,$490.00,8 h,48 h,inside-only,"toy-mice,other-cats,wand-toys","scratching-post,not-sure","not-enough-time,allergies-appear,vet-becomes-expensive,becomes-aggressive,moving-too-far,litter-box-issues,scratches-furniture",website,NA,42,101,21500,42101021500,215,Census Tract 215,G5020,S,1004126,24008,40.0354678,-75.2311685,Philadelphia,PA,19127
12/8/2018,today,myself,FALSE,3,0,yes,no-allergies,NA,NA,lived-wit-previous-housemates-pets,$200.00,"$1,000.00",3 h,6 h,inside-only,"toy-mice,wand-toys",scratching-post,"becomes-aggressive,litter-box-issues",NA,NA,42,101,10900,42101010900,109,Census Tract 109,G5020,S,248168,0,39.9649286,-75.191765,Philadelphia,PA,19104
12/8/2018,today,myself,FALSE,1,0,yes,no-allergies,company,yes,"given-pet-to-another,grew-up-with-pet,currently-pets-in-my-home-but-not-mine",$75.00,$125.00,8 h,NA,inside-only,"toy-mice,other-cats","scratching-post,other",none,NA,NA,42,101,25300,42101025300,253,Census Tract 253,G5020,S,581298,0,40.0542198,-75.18222,Philadelphia,PA,19119
12/8/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet",$300.00,"$3,000.00",4 h,8 h,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,website,NA,42,101,13300,42101013300,133,Census Tract 133,G5020,S,357932,0,39.9666126,-75.1629455,Philadelphia,PA,19130
12/8/2018,today,myself,FALSE,0,0,yes,no-allergies,myself,NA,"currently-have-pet,lived-wit-previous-housemates-pets",$200.00,$500.00,8 h,NA,inside-only,"other-cats,wand-toys,toy-mice",scratching-post,becomes-aggressive,NA,5c0bcc025264301d81e505af,42,101,8500,42101008500,85,Census Tract 85,G5020,S,621445,0,39.9568821,-75.2265389,Philadelphia,PA,19139
12/8/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"pet-died-in-care,grew-up-with-pet",$300.00,$500.00,8 h,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,"website,other",NA,42,45,400600,42045400600,4006,Census Tract 4006,G5020,S,1403428,0,39.9651955,-75.2845981,Upper Darby,PA,19082
12/8/2018,today,my-kids,FALSE,0,1,yes,no-allergies,company,yes,grew-up-with-pet,$700.00,"$1,000.00",NA,NA,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,NA,NA,42,101,8601,42101008601,86.01,Census Tract 86.01,G5020,S,252480,0,39.9537341,-75.216593,Philadelphia,PA,19139
12/8/2018,today,myself,FALSE,3,0,yes,no-allergies,family-member-or-friend,NA,currently-have-pet,$35.00,$30.00,3 h,3 h,inside-only,wand-toys,scratching-post,becomes-aggressive,NA,5823887804dd34047ee7137f,42,101,30502,42101030502,305.02,Census Tract 305.02,G5020,S,699364,0,40.0457205,-75.1046628,Philadelphia,PA,19120
12/7/2018,one-month-or-more,my-kids,TRUE,1,2,a-surprise,mildly-allergic,myself,NA,"grew-up-with-pet,pet-died-in-care,currently-have-pet,euthanized-a-pet",$80.00,$500.00,7 h,10 h,inside-only,"toy-mice,other-cats","scratching-post,nail-clip",none,website,NA,34,7,607503,34007607503,6075.03,Census Tract 6075.03,G5020,S,5445904,0,39.8601041,-74.9373723,Voorhees,NJ,8043
12/7/2018,one-month-or-more,my-kids,TRUE,1,1,yes,mildly-allergic,myself,NA,grew-up-with-pet,$50.00,"$1,000.00",8 h,10 h,inside-only,toy-mice,scratching-post,none,website,NA,42,101,27402,42101027402,274.02,Census Tract 274.02,G5020,S,511360,0,40.0390702,-75.1251352,philadelphia,PA,19120
12/7/2018,one-month-or-more,"myself,my-kids,other",FALSE,3,2,yes,no-allergies,family-member-or-friend,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",$700.00,"$5,000.00",NA,NA,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",none,NA,NA,42,45,410601,42045410601,4106.01,Census Tract 4106.01,G5020,S,1256373,0,39.8911731,-75.3221391,Folsom,PA,19033
12/7/2018,one-month-or-more,"myself,my-kids",FALSE,0,1,yes,no-allergies,myself,NA,"lived-wit-previous-housemates-pets,given-pet-to-another",$150.00,"$6,500.00",5 h,NA,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip","litter-box-issues,allergies-appear,becomes-aggressive",NA,NA,42,71,500,42071000500,5,Census Tract 5,G5020,S,872059,0,40.0451989,-76.3187822,Lancaster,PA,17603
12/7/2018,today,mouser,TRUE,12,0,a-surprise,no-allergies,company,n-a,"grew-up-with-pet,currently-have-pet",$12.00,$12.00,8 h,NA,inside-only,other-cats,not-sure,not-enough-time,website,NA,42,101,100,42101000100,1,Census Tract 1,G5020,S,704917,0,39.9523827,-75.1466629,phila,PA,19106
12/7/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,pet-died-in-care","$1,000.00","$1,000.00",3 h,5 h,inside-only,"toy-mice,wand-toys","nail-clip,other",none,NA,5c0ad69ce238ef83a85400ec,42,101,16100,42101016100,161,Census Tract 161,G5020,S,707751,0,39.9844577,-75.127525,Philadelphia,PA,19125
12/7/2018,today,myself,TRUE,3,1,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,currently-have-pet",$300.00,"$1,000.00",6 h,NA,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,not-sure",none,website,5c0ad664f08def4c809e675e,42,17,100206,42017100206,1002.06,Census Tract 1002.06,G5020,S,4735309,0,40.1347795,-74.9441709,Bensalem,PA,19020
12/7/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,havent-asked,"euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",$200.00,$500.00,8 h,8 h,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,other,5c0ad62e4ac02882ebf66f20,42,101,100,42101000100,1,Census Tract 1,G5020,S,704917,0,39.9523827,-75.1466629,Philadelphia,PA,19106
12/7/2018,today,myself,TRUE,1,0,yes,no-allergies,NA,NA,"currently-have-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine",$150.00,"$1,000.00",8 h,10 h,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,becomes-aggressive,other,5c0ad604f7f228172af0f148,42,101,13500,42101013500,135,Census Tract 135,G5020,S,404892,0,39.9693564,-75.1700367,Philadelphia,PA,19130
12/6/2018,today,myself,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",$300.00,"$1,000.00",8 h,12 h,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,website,5c0ac06b2926e98b6e058b94,34,13,19600,34013019600,196,Census Tract 196,G5020,S,1605530,0,40.7297668,-74.2528511,Maplewood,NJ,7040
12/6/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,euthanized-a-pet",$100.00,$800.00,NA,NA,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5c0ad5e7dd86162c0a1eb6d1,42,101,4001,42101004001,40.01,Census Tract 40.01,G5020,S,314911,0,39.9238033,-75.1662098,Philadelphia,PA,19148
12/6/2018,today,other,FALSE,0,0,yes,no-allergies,company,yes,"currently-have-pet,grew-up-with-pet,euthanized-a-pet",$500.00,"$2,000.00",3 h,5 h,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post,other",none,NA,5c0ad58f76ec7d20838b8dd3,42,101,500,42101000500,5,Census Tract 5,G5020,S,428780,0,39.9519534,-75.1581776,Philadelphia,PA,19107
12/6/2018,today,my-kids,TRUE,1,4,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,pet-died-in-care",$200.00,$500.00,2 h,4 h,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5c0ad57f7d7ed71ba8d29d8e,34,15,501605,34015501605,5016.05,Census Tract 5016.05,G5020,S,51605267,545088,39.6371399,-74.9229877,Williamstown,NJ,8094
12/6/2018,today,gift,TRUE,1,2,yes,no-allergies,myself,NA,currently-have-pet,$200.00,"$1,000.00",3 h,3 h,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",none,website,5c0ad56179b0233c75e151b8,42,101,36301,42101036301,363.01,Census Tract 363.01,G5020,S,2411060,9583,40.0895349,-74.9667387,Philadelphia,PA,19154
12/6/2018,today,myself,TRUE,3,0,yes,no-allergies,company,yes,grew-up-with-pet,$100.00,$300.00,3 h,5 h,inside-only,toy-mice,scratching-post,none,website,5c0ad53ef1fa0f203b0bfcad,42,101,15300,42101015300,153,Census Tract 153,G5020,S,469148,0,39.9837644,-75.1608848,Philadelphia,PA,19122
12/6/2018,today,myself,TRUE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,$600.00,6 h,7 h,inside-only,"wand-toys,toy-mice","nail-clip,scratching-post",none,website,5c0ad51abab2cf32dac8d591,42,101,16200,42101016200,162,Census Tract 162,G5020,S,364983,0,39.9840197,-75.1384217,Philadelphia,PA,19122
12/6/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet",$100.00,"$1,000.00",8 h,8 h,inside-only,"toy-mice,wand-toys,other-cats",not-sure,none,NA,5c0ad4f65394e6896fe4689c,42,101,4101,42101004101,41.01,Census Tract 41.01,G5020,S,374000,0,39.9229611,-75.1589741,philadelphia,PA,19148
12/6/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,company,yes,never-lived-with-or-owned-a-pet-before,$300.00,"$2,000.00",8 h,8 h,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip,not-sure",becomes-aggressive,NA,5c0ad4c881613d1513b7aa37,42,101,12500,42101012500,125,Census Tract 125,G5020,S,864871,32791,39.9613701,-75.1720837,Philadelphia,PA,19123
12/6/2018,today,myself,FALSE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,$500.00,8 h,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5c0ad48d7c943d71e420fbd0,42,101,1101,42101001101,11.01,Census Tract 11.01,G5020,S,174011,0,39.9449918,-75.162524,Philadelphia,PA,19107
12/6/2018,next-few-weeks,myself,TRUE,1,0,yes,no-allergies,company,havent-asked,"grew-up-with-pet,currently-have-pet,euthanized-a-pet",$150.00,"$5,000.00",2 h,6 h,"inside-only,leash-harness","toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,website,NA,42,101,100,42101000100,1,Census Tract 1,G5020,S,704917,0,39.9523827,-75.1466629,Philadelphia,PA,19106
12/6/2018,today,myself,FALSE,3,0,yes,no-allergies,company,yes,lived-wit-previous-housemates-pets,$50.00,($200.00),4 h,6 h,inside-only,"toy-mice,wand-toys",scratching-post,"allergies-appear,vet-becomes-expensive",NA,5c0964c82f434810556d9d18,42,101,21400,42101021400,214,Census Tract 214,G5020,S,606691,55277,40.027929,-75.2240827,Philadelphia,PA,19128
12/6/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,grew-up-with-pet,$150.00,"$1,000.00",2 h,2 h,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,"website,other",5c096170dae1ca4c66a5f0ed,34,7,604300,34007604300,6043,Census Tract 6043,G5020,S,1049355,0,39.9178016,-75.0650505,Collingswood,NJ,8108
12/6/2018,one-month-or-more,"myself,my-kids,other",FALSE,1,2,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",$100.00,"$1,000.00",4 h,7 h,inside-only,"toy-mice,wand-toys,other-cats","not-sure,scratching-post,nail-clip",none,NA,5c09462e10e63a4e744fec8e,42,101,1001,42101001001,10.01,Census Tract 10.01,G5020,S,229397,0,39.9456722,-75.151602,Philadelphia,PA,19106
12/6/2018,today,other,FALSE,4,0,yes,no-allergies,company,yes,"lived-wit-previous-housemates-pets,grew-up-with-pet",$150.00,$200.00,3 h,NA,inside-only,not-much,scratching-post,becomes-aggressive,NA,5c08ad759291967d3b63531d,42,101,14700,42101014700,147,Census Tract 147,G5020,S,337677,0,39.9785489,-75.1620244,Philadelphia,PA,19121
12/5/2018,one-month-or-more,myself,TRUE,3,1,yes,no-allergies,family-member-or-friend,NA,"currently-pets-in-my-home-but-not-mine,lived-wit-previous-housemates-pets",$300.00,$700.00,NA,4 h,inside-only,"toy-mice,other-cats",nail-clip,none,"website,other",5c087ecd20823b643dde0f5e,42,101,11200,42101011200,112,Census Tract 112,G5020,S,503162,0,39.9736041,-75.2336533,Philadelphia,PA,19131
12/5/2018,one-month-or-more,myself,FALSE,1,1,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet",$300.00,$800.00,9 h,9 h,inside-only,not-much,"scratching-post,not-sure,nail-clip","becomes-aggressive,scratches-furniture",NA,5c087244a3649e7c4b9e20b8,42,101,30502,42101030502,305.02,Census Tract 305.02,G5020,S,699364,0,40.0457205,-75.1046628,Philadelphia,PA,19120
12/5/2018,one-month-or-more,myself,TRUE,1,2,yes,mildly-allergic,myself,NA,grew-up-with-pet,$100.00,"$1,000.00",8 h,15 h,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,becomes-aggressive,other,5c0853941eb39881c4a0b0b6,42,91,205600,42091205600,2056,Census Tract 2056,G5020,S,1302406,0,40.0076767,-75.2634506,Narberth,PA,19072
12/5/2018,one-month-or-more,my-kids,FALSE,0,3,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",$100.00,$500.00,6 h,6 h,inside-only,"wand-toys,toy-mice",not-sure,becomes-aggressive,NA,5c0852468b138c69ae98ca58,42,91,201705,42091201705,2017.05,Census Tract 2017.05,G5020,S,1878890,0,40.1045457,-75.1475952,Glenside,PA,19038
12/5/2018,today,myself,TRUE,2,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$500.00,$500.00,NA,NA,inside-only,"toy-mice,other-cats",other,none,event,5c084fe17867a3632ee399e9,42,101,3002,42101003002,30.02,Census Tract 30.02,G5020,S,226951,0,39.9327263,-75.1711915,Philadelphia,PA,19146
12/5/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet",$50.00,"$1,500.00",5 h,8 h,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,website,5c0849e48b138c69ae976643,42,101,1002,42101001002,10.02,Census Tract 10.02,G5020,S,471655,0,39.9450045,-75.1466193,Philadelphia,PA,19106
12/5/2018,one-month-or-more,"myself,my-kids,gift",FALSE,1,2,yes,no-allergies,myself,NA,"pet-ran-away,grew-up-with-pet,lived-wit-previous-housemates-pets",$700.00,"$1,000.00",NA,3 h,"inside-only,inside-with-yard-access","toy-mice,wand-toys",scratching-post,none,NA,5c0848e3dafe647c6ad2593e,42,101,16400,42101016400,164,Census Tract 164,G5020,S,485081,0,39.9896435,-75.1431669,Philadelphia,PA,19133
12/5/2018,one-month-or-more,"my-kids,myself",FALSE,0,2,yes,mildly-allergic,myself,NA,"grew-up-with-pet,currently-have-pet",$100.00,$200.00,9 h,18 h,inside-only,"toy-mice,other-cats,wand-toys","scratching-post,nail-clip",none,NA,5c0818f5acd54869dd9c67bf,34,15,501204,34015501204,5012.04,Census Tract 5012.04,G5020,S,3321249,44249,39.7495133,-75.0372782,Turnersville,NJ,8012
12/5/2018,one-month-or-more,myself,TRUE,1,1,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",$100.00,$500.00,4 h,8 h,"inside-only,outside-only","toy-mice,wand-toys",scratching-post,none,other,5c08147443a22a39517804d2,42,91,210500,42091210500,2105,Census Tract 2105,G5020,S,3379105,0,40.0836945,-75.1929315,Wyndmoor,PA,19038
12/5/2018,today,myself,TRUE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,$75.00,$200.00,8 h,10 h,inside-only,"toy-mice,wand-toys",not-sure,none,website,5c080a06fe1eaf1d0bc8f052,42,101,24000,42101024000,240,Census Tract 240,G5020,S,617080,0,40.0280807,-75.1794623,philadelphia,PA,19144
12/5/2018,one-month-or-more,"myself,my-kids",TRUE,1,2,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,euthanized-a-pet",$500.00,"$1,000.00",NA,5 h,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5c0808f26ef67e1d4a741129,42,101,18001,42101018001,180.01,Census Tract 180.01,G5020,S,387382,0,39.9810569,-75.1128,Philadelphia,PA,19134
12/5/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",$50.00,$500.00,3 h,8 h,"inside-only,leash-harness","other-cats,toy-mice,wand-toys","scratching-post,nail-clip",becomes-aggressive,NA,5c0806b73acf46422315565d,42,101,2801,42101002801,28.01,Census Tract 28.01,G5020,S,222950,0,39.9289729,-75.1568319,Philadelphia,PA,19147
12/5/2018,one-month-or-more,"my-kids,myself,gift",TRUE,1,1,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",$100.00,$100.00,2 h,2 h,inside-only,"toy-mice,not-much","nail-clip,scratching-post","becomes-aggressive,litter-box-issues","website,other",5c07f555c136e20483cc2dcd,42,101,1700,42101001700,17,Census Tract 17,G5020,S,221571,0,39.9377594,-75.1483123,Philadelphia,PA,19147
12/5/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,myself,NA,currently-have-pet,$150.00,"$3,000.00",8 h,NA,inside-only,"wand-toys,not-much","nail-clip,scratching-post",none,NA,5c07ef561d59a34d37fe5f94,42,101,2300,42101002300,23,Census Tract 23,G5020,S,212379,0,39.9348217,-75.1629799,PHILADELPHIA,PA,19147
12/5/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",$150.00,"$1,000.00",10 h,24 h,inside-only,"other-cats,toy-mice,wand-toys","nail-clip,scratching-post",none,insta,5c0766184bc00587d1667b56,42,101,11500,42101011500,115,Census Tract 115,G5020,S,370456,0,39.9773687,-75.2518303,Philadelphia,PA,19151
12/4/2018,today,myself,TRUE,5,2,yes,mildly-allergic,family-member-or-friend,NA,"euthanized-a-pet,pet-died-in-care,currently-have-pet,lived-wit-previous-housemates-pets",$600.00,"$1,000.00",NA,1 h,inside-only,"toy-mice,wand-toys,not-much","nail-clip,scratching-post",none,facebook,5c07217c076f686d490719f1,42,91,201203,42091201203,2012.03,Census Tract 2012.03,G5020,S,7757386,9833,40.1846274,-75.2161929,Ambler,PA,19002
12/4/2018,today,myself,FALSE,4,0,yes,no-allergies,company,yes,grew-up-with-pet,$200.00,$700.00,5 h,5 h,inside-only,"wand-toys,toy-mice",scratching-post,becomes-aggressive,NA,5c07217d7d3f9940eede1dda,42,101,14400,42101014400,144,Census Tract 144,G5020,S,609439,0,39.9722286,-75.1400952,Philadelphia,PA,19122
12/4/2018,today,"myself,my-kids,mouser",TRUE,1,1,yes,mildly-allergic,myself,NA,"pet-ran-away,lived-wit-previous-housemates-pets",$50.00,$800.00,9 h,NA,inside-only,"toy-mice,wand-toys",scratching-post,allergies-appear,"facebook,other",5c07172f14f94440b5e6745a,42,101,2801,42101002801,28.01,Census Tract 28.01,G5020,S,222950,0,39.9289729,-75.1568319,Philadelphia,PA,19147
12/4/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,euthanized-a-pet,$200.00,"$4,000.00",9 h,12 h,inside-only,"wand-toys,toy-mice","scratching-post,nail-clip",none,website,5c06fd819756b7488fef7204,42,101,1400,42101001400,14,Census Tract 14,G5020,S,315833,0,39.9429436,-75.171593,Philadelphia,PA,19146
12/4/2018,next-few-weeks,"myself,my-kids",TRUE,0,2,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,pet-died-in-care",$150.00,"$2,500.00",8 h,8 h,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,other,5c06f90b5defc25d7f95dd55,42,17,102300,42017102300,1023,Census Tract 1023,G5020,S,33439528,460794,40.4122623,-75.2904421,Quakertown,PA,18951
12/4/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",$100.00,$500.00,8 h,12 h,inside-only,toy-mice,scratching-post,becomes-aggressive,website,5c06f43e4bc00587d15660ec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wilmington,DE,19801
12/4/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets,euthanized-a-pet",$700.00,"$1,000.00",6 h,NA,inside-only,"wand-toys,other-cats","scratching-post,nail-clip",none,website,5c06e63cd3a2072ed25be90a,42,25,20700,42025020700,207,Census Tract 207,G5020,S,43780635,1425028,40.8466632,-75.6632667,Leighton,PA,18235
12/4/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",$500.00,$500.00,6 h,6 h,inside-only,"toy-mice,wand-toys",scratching-post,none,other,5c06dac55b2eb95106f246c6,42,101,4202,42101004202,42.02,Census Tract 42.02,G5020,S,453345,0,39.916857,-75.1516284,Philadelphia,PA,19148
12/4/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,pet-died-in-care",$500.00,"$5,000.00",10 h,24 h,inside-only,"wand-toys,other-cats,toy-mice","nail-clip,scratching-post",other,website,5c06c2196df97b4b74748dc7,42,45,409802,42045409802,4098.02,Census Tract 4098.02,G5020,S,5901658,19609,40.0512318,-75.3683773,Wayne,PA,19087
