GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
1400000US42041013200,42041013200,"Census Tract 132, Cumberland County, Pennsylvania",2253,225,(X),(X),1909,208,84.7,5.4,1498,193,66.5,7.7,404,162,17.9,7.3,1405,232,62.4,7.6,92,67,4.1,3.0,1197,242,53.1,8.4,59,56,2.6,2.4,18,29,0.8,1.3,0,10,0.0,1.1,344,131,15.3,5.4,1567,181,69.6,7.8,0,10,0.0,1.1,1567,181,69.6,7.8,1088,223,48.3,8.7,153,91,6.8,3.9,1358,166,60.3,8.0,63,59,2.8,2.6,686,212,30.4,7.8,625,168,(X),(X),0,10,0.0,3.9,212,96,33.9,14.7,413,160,66.1,14.7,1156,197,(X),(X),0,10,0.0,2.1,930,190,80.4,11.1,226,136,19.6,11.1,472,193,(X),(X),0,10,0.0,5.2,425,177,90.0,12.3,47,63,10.0,12.3
1400000US42041981001,42041981001,"Census Tract 9810.01, Cumberland County, Pennsylvania",0,10,(X),(X),0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,-,**,0,10,(X),(X),0,10,-,**,0,10,-,**,0,10,-,**,0,10,(X),(X),0,10,-,**,0,10,-,**,0,10,-,**,0,10,(X),(X),0,10,-,**,0,10,-,**,0,10,-,**
1400000US42041981606,42041981606,"Census Tract 9816.06, Cumberland County, Pennsylvania",32,14,(X),(X),32,14,100.0,46.0,32,14,100.0,46.0,0,10,0.0,46.0,32,14,100.0,46.0,0,10,0.0,46.0,7,9,21.9,36.9,0,10,0.0,46.0,0,10,0.0,46.0,0,10,0.0,46.0,0,10,0.0,46.0,32,14,100.0,46.0,0,10,0.0,46.0,32,14,100.0,46.0,32,14,100.0,46.0,0,10,0.0,46.0,32,14,100.0,46.0,0,10,0.0,46.0,0,10,0.0,46.0,0,10,(X),(X),0,10,-,**,0,10,-,**,0,10,-,**,18,24,(X),(X),0,10,0.0,61.3,18,24,100.0,61.3,0,10,0.0,61.3,14,12,(X),(X),0,10,0.0,69.5,14,12,100.0,69.5,0,10,0.0,69.5
1400000US42043020100,42043020100,"Census Tract 201, Dauphin County, Pennsylvania",2066,168,(X),(X),1573,180,76.1,5.9,1284,200,62.1,8.3,227,125,11.0,5.9,1274,175,61.7,6.9,91,73,4.4,3.5,896,157,43.4,6.9,28,30,1.4,1.4,17,27,0.8,1.3,0,10,0.0,1.2,493,126,23.9,5.9,1130,193,54.7,8.3,15,24,0.7,1.2,1115,190,54.0,8.1,738,159,35.7,7.5,160,98,7.7,4.8,842,204,40.8,9.1,96,74,4.6,3.6,936,186,45.3,8.3,773,194,(X),(X),15,24,1.9,3.2,179,72,23.2,8.8,579,180,74.9,9.2,938,223,(X),(X),0,10,0.0,2.6,615,211,65.6,13.7,323,134,34.4,13.7,355,116,(X),(X),0,10,0.0,6.8,321,120,90.4,11.5,34,40,9.6,11.5
1400000US42043020300,42043020300,"Census Tract 203, Dauphin County, Pennsylvania",1017,131,(X),(X),849,143,83.5,7.8,728,137,71.6,8.3,97,65,9.5,6.3,708,148,69.6,9.9,58,45,5.7,4.4,515,118,50.6,9.8,8,12,0.8,1.1,67,60,6.6,5.8,0,10,0.0,2.4,168,79,16.5,7.8,643,141,63.2,9.2,0,10,0.0,2.4,643,141,63.2,9.2,483,136,47.5,10.6,80,81,7.9,7.4,516,99,50.7,9.4,25,26,2.5,2.7,374,94,36.8,9.2,445,118,(X),(X),0,10,0.0,5.5,175,96,39.3,17.8,270,100,60.7,17.8,449,119,(X),(X),0,10,0.0,5.4,364,114,81.1,12.1,85,56,18.9,12.1,123,53,(X),(X),0,10,0.0,18.3,104,44,84.6,14.8,19,20,15.4,14.8
1400000US42043020400,42043020400,"Census Tract 204, Dauphin County, Pennsylvania",1062,110,(X),(X),834,116,78.5,6.6,643,110,60.5,8.6,99,58,9.3,5.4,726,122,68.4,8.0,145,87,13.7,7.9,414,96,39.0,7.8,0,10,0.0,2.3,16,19,1.5,1.8,0,10,0.0,2.3,228,71,21.5,6.6,712,113,67.0,8.5,0,10,0.0,2.3,712,113,67.0,8.5,548,107,51.6,9.1,180,93,16.9,8.5,494,100,46.5,8.9,24,28,2.3,2.6,350,99,33.0,8.5,280,86,(X),(X),0,10,0.0,8.5,90,60,32.1,18.0,190,69,67.9,18.0,484,116,(X),(X),0,10,0.0,5.0,334,105,69.0,13.6,150,73,31.0,13.6,298,86,(X),(X),0,10,0.0,8.0,288,86,96.6,5.7,10,17,3.4,5.7
1400000US42043020500,42043020500,"Census Tract 205, Dauphin County, Pennsylvania",1535,128,(X),(X),1367,115,89.1,4.5,1166,138,76.0,7.3,144,66,9.4,4.3,1172,133,76.4,6.7,95,65,6.2,4.3,811,135,52.8,8.4,0,10,0.0,1.6,49,45,3.2,2.9,0,10,0.0,1.6,168,74,10.9,4.5,1248,122,81.3,5.3,0,10,0.0,1.6,1248,122,81.3,5.3,904,131,58.9,7.5,259,105,16.9,6.4,954,126,62.1,7.4,26,27,1.7,1.8,287,88,18.7,5.3,274,89,(X),(X),0,10,0.0,8.7,130,63,47.4,15.1,144,59,52.6,15.1,764,139,(X),(X),0,10,0.0,3.2,621,134,81.3,8.5,143,69,18.7,8.5,497,120,(X),(X),0,10,0.0,4.9,497,120,100.0,4.9,0,10,0.0,4.9
1400000US42043020600,42043020600,"Census Tract 206, Dauphin County, Pennsylvania",486,58,(X),(X),402,61,82.7,6.2,332,59,68.3,9.1,5,8,1.0,1.6,380,59,78.2,7.6,23,26,4.7,5.2,250,64,51.4,11.5,17,26,3.5,5.3,52,30,10.7,6.1,0,10,0.0,5.0,84,30,17.3,6.2,340,58,70.0,8.7,0,10,0.0,5.0,340,58,70.0,8.7,297,61,61.1,10.7,49,31,10.1,6.4,267,56,54.9,9.4,33,24,6.8,5.0,146,45,30.0,8.7,137,46,(X),(X),0,10,0.0,16.6,92,40,67.2,18.4,45,28,32.8,18.4,260,61,(X),(X),0,10,0.0,9.2,159,55,61.2,13.9,101,40,38.8,13.9,89,37,(X),(X),0,10,0.0,24.1,89,37,100.0,24.1,0,10,0.0,24.1
1400000US42043020700,42043020700,"Census Tract 207, Dauphin County, Pennsylvania",909,87,(X),(X),700,88,77.0,6.9,489,93,53.8,9.3,87,48,9.6,5.4,567,96,62.4,8.3,95,48,10.5,5.2,449,85,49.4,7.7,14,23,1.5,2.5,69,48,7.6,5.3,0,10,0.0,2.7,209,68,23.0,6.9,499,84,54.9,8.9,24,23,2.6,2.5,475,83,52.3,8.6,300,71,33.0,7.6,76,43,8.4,4.8,383,91,42.1,9.5,41,30,4.5,3.3,410,97,45.1,8.9,335,79,(X),(X),0,10,0.0,7.2,103,47,30.7,12.3,232,69,69.3,12.3,448,97,(X),(X),24,23,5.4,5.1,266,69,59.4,11.9,158,70,35.3,11.8,126,48,(X),(X),0,10,0.0,17.9,106,47,84.1,20.8,20,27,15.9,20.8
1400000US42043020800,42043020800,"Census Tract 208, Dauphin County, Pennsylvania",1228,157,(X),(X),1038,170,84.5,8.4,700,163,57.0,11.1,69,44,5.6,3.6,937,162,76.3,8.7,179,123,14.6,9.8,714,179,58.1,12.1,14,22,1.1,1.8,21,23,1.7,1.9,0,10,0.0,2.0,190,105,15.5,8.4,835,176,68.0,11.5,14,23,1.1,1.8,821,173,66.9,11.3,559,162,45.5,11.5,65,60,5.3,4.9,756,166,61.6,11.4,68,53,5.5,4.4,393,150,32.0,11.5,280,123,(X),(X),14,23,5.0,7.9,95,60,33.9,18.8,171,103,61.1,20.7,763,180,(X),(X),0,10,0.0,3.2,541,179,70.9,14.4,222,112,29.1,14.4,185,60,(X),(X),0,10,0.0,12.6,185,60,100.0,12.6,0,10,0.0,12.6
1400000US42043020900,42043020900,"Census Tract 209, Dauphin County, Pennsylvania",1481,114,(X),(X),1289,131,87.0,4.9,1115,144,75.3,7.0,198,81,13.4,5.4,981,144,66.2,7.8,121,69,8.2,4.7,855,151,57.7,8.2,0,10,0.0,1.7,86,68,5.8,4.5,0,10,0.0,1.7,192,71,13.0,4.9,1197,126,80.8,6.1,14,23,0.9,1.5,1183,126,79.9,6.3,724,139,48.9,9.0,90,64,6.1,4.4,1040,142,70.2,7.5,77,60,5.2,4.0,284,95,19.2,6.1,281,116,(X),(X),0,10,0.0,8.5,183,91,65.1,20.3,98,71,34.9,20.3,858,152,(X),(X),14,23,1.6,2.7,686,149,80.0,7.5,158,64,18.4,7.3,342,114,(X),(X),0,10,0.0,7.0,314,108,91.8,7.7,28,28,8.2,7.7
1400000US42043021100,42043021100,"Census Tract 211, Dauphin County, Pennsylvania",1143,140,(X),(X),774,159,67.7,10.3,581,127,50.8,8.4,112,61,9.8,5.2,616,155,53.9,11.2,65,68,5.7,5.8,466,143,40.8,11.2,8,14,0.7,1.3,71,75,6.2,6.5,0,10,0.0,2.2,369,121,32.3,10.3,571,139,50.0,10.0,62,63,5.4,5.3,509,134,44.5,10.5,328,111,28.7,9.2,125,68,10.9,5.7,346,102,30.3,8.3,54,48,4.7,4.1,572,130,50.0,10.0,327,120,(X),(X),17,31,5.2,9.1,126,63,38.5,22.8,184,117,56.3,21.9,651,152,(X),(X),45,53,6.9,7.8,258,110,39.6,14.0,348,123,53.5,14.9,165,79,(X),(X),0,10,0.0,14.0,125,60,75.8,26.9,40,53,24.2,26.9
1400000US42043021200,42043021200,"Census Tract 212, Dauphin County, Pennsylvania",799,92,(X),(X),637,95,79.7,6.2,446,87,55.8,8.0,74,42,9.3,4.8,531,89,66.5,8.2,112,54,14.0,6.5,310,77,38.8,8.8,0,10,0.0,3.1,48,40,6.0,4.9,0,10,0.0,3.1,162,50,20.3,6.2,565,90,70.7,7.4,5,7,0.6,0.9,560,89,70.1,7.3,372,87,46.6,9.1,144,62,18.0,7.1,303,74,37.9,7.8,126,56,15.8,7.2,234,64,29.3,7.4,275,70,(X),(X),0,10,0.0,8.7,168,66,61.1,13.1,107,36,38.9,13.1,398,89,(X),(X),0,10,0.0,6.1,278,78,69.8,11.9,120,53,30.2,11.9,126,48,(X),(X),5,7,4.0,5.6,114,46,90.5,11.6,7,10,5.6,8.1
1400000US42043021300,42043021300,"Census Tract 213, Dauphin County, Pennsylvania",1801,192,(X),(X),1366,248,75.8,10.2,811,212,45.0,11.3,231,133,12.8,7.2,1083,233,60.1,11.0,307,147,17.0,7.7,658,180,36.5,9.3,0,15,0.0,1.4,63,68,3.5,3.8,13,20,0.7,1.1,435,182,24.2,10.2,1103,195,61.2,8.1,0,15,0.0,1.4,1103,195,61.2,8.1,694,150,38.5,7.7,243,120,13.5,6.5,833,189,46.3,9.2,65,50,3.6,2.7,698,156,38.8,8.1,798,188,(X),(X),0,15,0.0,3.1,296,140,37.1,14.0,502,152,62.9,14.0,859,202,(X),(X),0,15,0.0,2.9,663,187,77.2,10.0,196,91,22.8,10.0,144,94,(X),(X),0,15,0.0,15.9,144,94,100.0,15.9,0,15,0.0,15.9
1400000US42043021400,42043021400,"Census Tract 214, Dauphin County, Pennsylvania",1863,156,(X),(X),1456,172,78.2,6.8,955,146,51.3,8.0,139,54,7.5,3.0,1285,167,69.0,6.5,329,133,17.7,6.8,704,148,37.8,7.4,8,12,0.4,0.6,57,54,3.1,3.0,0,10,0.0,1.3,407,133,21.8,6.8,1143,165,61.4,7.7,17,27,0.9,1.5,1126,169,60.4,7.5,893,170,47.9,7.8,252,114,13.5,6.0,856,133,45.9,6.2,119,78,6.4,4.1,720,160,38.6,7.7,856,166,(X),(X),0,10,0.0,2.9,308,121,36.0,11.8,548,141,64.0,11.8,739,172,(X),(X),17,27,2.3,3.8,596,156,80.6,10.5,126,81,17.1,10.0,268,106,(X),(X),0,10,0.0,8.9,222,104,82.8,14.2,46,38,17.2,14.2
1400000US42043021500,42043021500,"Census Tract 215, Dauphin County, Pennsylvania",1406,117,(X),(X),1229,143,87.4,5.6,814,149,57.9,9.0,153,70,10.9,5.0,1030,148,73.3,7.1,268,108,19.1,7.7,563,177,40.0,11.0,38,41,2.7,2.9,16,19,1.1,1.3,0,10,0.0,1.8,177,77,12.6,5.6,1038,145,73.8,8.4,16,22,1.1,1.6,1022,152,72.7,8.9,801,158,57.0,10.0,305,118,21.7,8.1,637,132,45.3,9.1,101,93,7.2,6.5,368,124,26.2,8.4,413,125,(X),(X),0,10,0.0,5.9,168,95,40.7,20.4,245,116,59.3,20.4,865,139,(X),(X),16,22,1.8,2.6,748,145,86.5,6.3,101,48,11.7,5.7,128,57,(X),(X),0,10,0.0,17.7,106,52,82.8,23.1,22,33,17.2,23.1
1400000US42043021600,42043021600,"Census Tract 216, Dauphin County, Pennsylvania",1066,91,(X),(X),920,94,86.3,4.6,693,102,65.0,7.5,150,69,14.1,6.2,770,101,72.2,7.5,158,61,14.8,5.6,419,90,39.3,7.5,0,10,0.0,2.3,70,52,6.6,4.8,0,10,0.0,2.3,146,51,13.7,4.6,792,97,74.3,7.4,13,14,1.2,1.3,779,99,73.1,7.5,467,92,43.8,7.8,136,72,12.8,6.5,613,103,57.5,8.9,96,57,9.0,5.2,274,85,25.7,7.4,226,72,(X),(X),0,10,0.0,10.5,96,52,42.5,19.2,130,61,57.5,19.2,687,100,(X),(X),13,14,1.9,2.0,552,96,80.3,8.2,122,58,17.8,7.9,153,57,(X),(X),0,10,0.0,15.0,131,56,85.6,16.7,22,27,14.4,16.7
1400000US42043021700,42043021700,"Census Tract 217, Dauphin County, Pennsylvania",2326,205,(X),(X),2025,213,87.1,5.8,1623,218,69.8,7.6,312,132,13.4,5.6,1552,236,66.7,8.1,173,101,7.4,4.5,1101,255,47.3,9.5,27,30,1.2,1.3,45,55,1.9,2.4,0,15,0.0,1.1,301,141,12.9,5.8,1832,223,78.8,7.9,25,28,1.1,1.2,1807,221,77.7,8.1,1217,235,52.3,8.7,429,161,18.4,6.7,1314,214,56.5,8.8,179,111,7.7,4.7,494,196,21.2,7.9,341,159,(X),(X),13,21,3.8,5.7,244,139,71.6,20.5,84,67,24.6,18.2,1451,184,(X),(X),12,19,0.8,1.3,1114,174,76.8,10.2,325,164,22.4,10.2,534,162,(X),(X),0,15,0.0,4.6,449,151,84.1,12.0,85,67,15.9,12.0
1400000US42043021800,42043021800,"Census Tract 218, Dauphin County, Pennsylvania",931,68,(X),(X),836,82,89.8,4.7,783,87,84.1,5.8,133,53,14.3,5.5,689,74,74.0,5.6,4,8,0.4,0.8,559,80,60.0,6.7,5,7,0.5,0.8,40,32,4.3,3.3,0,10,0.0,2.6,95,42,10.2,4.7,786,81,84.4,6.2,12,11,1.3,1.2,774,81,83.1,6.2,410,74,44.0,7.5,59,39,6.3,4.0,690,80,74.1,7.5,23,18,2.5,1.9,145,59,15.6,6.2,77,44,(X),(X),0,10,0.0,27.1,30,25,39.0,26.2,47,34,61.0,26.2,558,86,(X),(X),4,6,0.7,1.1,456,84,81.7,9.3,98,55,17.6,9.4,296,57,(X),(X),8,10,2.7,3.2,288,56,97.3,3.2,0,10,0.0,8.1
1400000US42043021901,42043021901,"Census Tract 219.01, Dauphin County, Pennsylvania",2069,123,(X),(X),1703,134,82.3,4.8,1600,128,77.3,5.0,196,57,9.5,2.8,1437,142,69.5,5.6,73,71,3.5,3.4,1010,175,48.8,7.8,0,10,0.0,1.2,89,63,4.3,3.0,0,10,0.0,1.2,366,104,17.7,4.8,1569,149,75.8,5.6,0,10,0.0,1.2,1569,149,75.8,5.6,750,149,36.2,7.1,51,41,2.5,2.0,1518,147,73.4,5.6,13,21,0.6,1.0,500,119,24.2,5.6,191,89,(X),(X),0,10,0.0,12.2,50,42,26.2,21.6,141,86,73.8,21.6,927,167,(X),(X),0,10,0.0,2.7,604,169,65.2,11.1,323,103,34.8,11.1,951,143,(X),(X),0,10,0.0,2.6,915,141,96.2,3.4,36,32,3.8,3.4
1400000US42043021903,42043021903,"Census Tract 219.03, Dauphin County, Pennsylvania",1485,76,(X),(X),1327,107,89.4,5.4,1257,112,84.6,6.1,151,67,10.2,4.4,1070,109,72.1,6.6,47,45,3.2,3.0,860,123,57.9,7.6,11,17,0.7,1.2,70,50,4.7,3.3,9,15,0.6,1.0,158,80,10.6,5.4,1235,128,83.2,6.9,9,15,0.6,1.0,1226,128,82.6,6.9,652,117,43.9,7.7,52,33,3.5,2.2,1174,125,79.1,6.6,0,10,0.0,1.7,250,101,16.8,6.9,113,61,(X),(X),0,10,0.0,19.7,74,41,65.5,33.2,39,48,34.5,33.2,749,132,(X),(X),9,15,1.2,2.0,599,138,80.0,10.0,141,78,18.8,10.1,623,127,(X),(X),0,10,0.0,3.9,553,115,88.8,8.8,70,58,11.2,8.8
1400000US42043021904,42043021904,"Census Tract 219.04, Dauphin County, Pennsylvania",2204,154,(X),(X),2099,152,95.2,2.3,1977,170,89.7,3.9,266,88,12.1,4.0,1726,152,78.3,4.8,57,63,2.6,2.8,1425,152,64.7,5.2,0,15,0.0,1.1,108,77,4.9,3.5,0,15,0.0,1.1,105,53,4.8,2.3,1960,159,88.9,4.1,16,25,0.7,1.1,1944,161,88.2,4.3,1227,143,55.7,5.6,89,67,4.0,3.0,1834,175,83.2,5.5,33,31,1.5,1.4,244,94,11.1,4.1,138,65,(X),(X),0,15,0.0,16.5,96,59,69.6,20.8,42,28,30.4,20.8,924,158,(X),(X),16,25,1.7,2.7,772,159,83.5,7.6,136,67,14.7,7.1,1142,133,(X),(X),0,15,0.0,2.2,1076,127,94.2,5.4,66,64,5.8,5.4
1400000US42043022000,42043022000,"Census Tract 220, Dauphin County, Pennsylvania",2267,132,(X),(X),1874,206,82.7,7.7,1670,213,73.7,7.8,291,138,12.8,5.9,1445,212,63.7,9.3,103,96,4.5,4.2,1132,228,49.9,9.4,61,96,2.7,4.2,73,52,3.2,2.3,13,21,0.6,0.9,393,178,17.3,7.7,1700,235,75.0,9.0,61,96,2.7,4.2,1639,238,72.3,9.1,1123,236,49.5,9.7,233,106,10.3,4.6,1406,221,62.0,8.8,15,21,0.7,0.9,567,206,25.0,9.0,369,138,(X),(X),61,96,16.5,25.0,119,86,32.2,20.7,189,100,51.2,22.5,1111,216,(X),(X),0,15,0.0,2.2,869,197,78.2,12.6,242,158,21.8,12.6,787,152,(X),(X),0,15,0.0,3.1,651,142,82.7,11.3,136,96,17.3,11.3
1400000US42043022100,42043022100,"Census Tract 221, Dauphin County, Pennsylvania",1939,117,(X),(X),1478,111,76.2,4.8,1344,117,69.3,5.5,225,64,11.6,3.2,1172,114,60.4,5.3,99,81,5.1,4.1,837,120,43.2,5.7,9,14,0.5,0.7,103,66,5.3,3.4,0,10,0.0,1.3,461,104,23.8,4.8,1405,123,72.5,5.4,0,10,0.0,1.3,1405,123,72.5,5.4,801,119,41.3,5.8,113,75,5.8,3.9,1277,121,65.9,5.4,50,48,2.6,2.5,534,115,27.5,5.4,244,84,(X),(X),0,10,0.0,9.7,47,29,19.3,12.1,197,81,80.7,12.1,1079,144,(X),(X),0,10,0.0,2.3,760,135,70.4,9.6,319,118,29.6,9.6,616,89,(X),(X),0,10,0.0,4.0,598,89,97.1,2.1,18,13,2.9,2.1
1400000US42043022200,42043022200,"Census Tract 222, Dauphin County, Pennsylvania",1227,128,(X),(X),1046,122,85.2,6.5,843,114,68.7,8.9,196,88,16.0,7.1,780,138,63.6,9.0,94,62,7.7,4.7,603,104,49.1,7.9,34,41,2.8,3.4,46,49,3.7,4.1,0,10,0.0,2.0,181,86,14.8,6.5,860,144,70.1,9.1,21,23,1.7,1.9,839,144,68.4,9.1,531,137,43.3,10.1,212,106,17.3,8.4,585,147,47.7,10.4,8,13,0.7,1.1,367,118,29.9,9.1,249,91,(X),(X),0,10,0.0,9.5,150,72,60.2,22.0,99,68,39.8,22.0,751,159,(X),(X),10,15,1.3,2.0,489,136,65.1,11.1,252,99,33.6,11.0,227,80,(X),(X),11,17,4.8,7.1,200,74,88.1,10.3,16,18,7.0,7.6
1400000US42043022300,42043022300,"Census Tract 223, Dauphin County, Pennsylvania",2554,154,(X),(X),1971,226,77.2,7.7,1836,245,71.9,8.4,315,115,12.3,4.5,1477,273,57.8,9.6,71,49,2.8,1.9,1036,239,40.6,9.0,53,69,2.1,2.7,134,105,5.2,4.1,0,15,0.0,1.0,583,199,22.8,7.7,1898,229,74.3,8.0,0,15,0.0,1.0,1898,229,74.3,8.0,1033,234,40.4,8.5,73,76,2.9,3.0,1792,236,70.2,8.3,33,42,1.3,1.7,656,210,25.7,8.0,411,149,(X),(X),0,15,0.0,5.9,179,90,43.6,24.0,232,147,56.4,24.0,1645,212,(X),(X),0,15,0.0,1.5,1260,238,76.6,9.8,385,165,23.4,9.8,498,147,(X),(X),0,15,0.0,4.9,459,145,92.2,6.9,39,35,7.8,6.9
1400000US42043022401,42043022401,"Census Tract 224.01, Dauphin County, Pennsylvania",1682,48,(X),(X),1524,75,90.6,3.6,1410,100,83.8,5.3,193,81,11.5,4.8,1236,117,73.5,6.6,5,9,0.3,0.5,918,123,54.6,6.9,32,35,1.9,2.1,40,30,2.4,1.8,0,10,0.0,1.5,158,60,9.4,3.6,1495,85,88.9,4.6,0,10,0.0,1.5,1495,85,88.9,4.6,930,126,55.3,7.4,47,39,2.8,2.3,1392,98,82.8,5.2,64,53,3.8,3.2,187,77,11.1,4.6,124,71,(X),(X),0,10,0.0,18.2,50,35,40.3,28.8,74,64,59.7,28.8,538,113,(X),(X),0,10,0.0,4.5,454,106,84.4,7.9,84,45,15.6,7.9,1020,113,(X),(X),0,10,0.0,2.4,991,112,97.2,3.2,29,32,2.8,3.2
1400000US42043022403,42043022403,"Census Tract 224.03, Dauphin County, Pennsylvania",2848,188,(X),(X),2436,234,85.5,5.3,2210,232,77.6,6.1,450,138,15.8,4.5,1906,225,66.9,6.9,49,39,1.7,1.4,1523,241,53.5,7.4,0,15,0.0,0.9,111,64,3.9,2.2,15,23,0.5,0.8,412,152,14.5,5.3,2275,223,79.9,5.4,19,34,0.7,1.2,2256,219,79.2,5.4,1192,231,41.9,7.2,205,148,7.2,5.0,2051,205,72.0,6.4,9,14,0.3,0.5,573,156,20.1,5.4,378,169,(X),(X),0,15,0.0,6.4,255,131,67.5,18.9,123,91,32.5,18.9,1529,229,(X),(X),19,34,1.2,2.2,1172,235,76.7,7.9,338,114,22.1,7.6,941,147,(X),(X),0,15,0.0,2.6,829,150,88.1,7.5,112,72,11.9,7.5
1400000US42043022501,42043022501,"Census Tract 225.01, Dauphin County, Pennsylvania",2360,74,(X),(X),2136,157,90.5,5.8,1973,153,83.6,5.9,331,147,14.0,6.2,1767,177,74.9,7.2,70,67,3.0,2.8,1272,159,53.9,6.7,0,15,0.0,1.1,120,89,5.1,3.7,22,35,0.9,1.5,224,138,9.5,5.8,2052,164,86.9,6.1,0,15,0.0,1.1,2052,164,86.9,6.1,1248,200,52.9,7.9,92,77,3.9,3.2,1901,170,80.6,6.9,136,100,5.8,4.2,308,144,13.1,6.1,70,53,(X),(X),0,15,0.0,29.2,50,43,71.4,38.7,20,31,28.6,38.7,836,189,(X),(X),0,15,0.0,2.9,636,180,76.1,14.6,200,133,23.9,14.6,1454,188,(X),(X),0,15,0.0,1.7,1366,178,93.9,4.3,88,65,6.1,4.3
1400000US42043022502,42043022502,"Census Tract 225.02, Dauphin County, Pennsylvania",2233,140,(X),(X),2078,145,93.1,4.3,2031,146,91.0,4.7,532,154,23.8,7.0,1464,197,65.6,7.5,36,40,1.6,1.8,1049,187,47.0,7.7,11,18,0.5,0.8,61,50,2.7,2.2,0,15,0.0,1.1,155,99,6.9,4.3,1907,143,85.4,5.4,0,15,0.0,1.1,1907,143,85.4,5.4,905,164,40.5,6.7,122,62,5.5,2.8,1785,152,79.9,5.8,0,15,0.0,1.1,326,128,14.6,5.4,117,63,(X),(X),0,15,0.0,19.1,29,34,24.8,23.6,88,48,75.2,23.6,1187,188,(X),(X),0,15,0.0,2.1,969,180,81.6,8.8,218,112,18.4,8.8,929,166,(X),(X),0,15,0.0,2.7,909,166,97.8,2.9,20,28,2.2,2.9
1400000US42043022601,42043022601,"Census Tract 226.01, Dauphin County, Pennsylvania",2873,173,(X),(X),2503,178,87.1,4.8,2336,196,81.3,5.9,411,125,14.3,4.3,1997,193,69.5,5.7,107,90,3.7,3.1,1518,198,52.8,6.6,0,15,0.0,0.9,56,44,1.9,1.5,0,15,0.0,0.9,370,144,12.9,4.8,2423,168,84.3,4.9,16,26,0.6,0.9,2407,173,83.8,5.0,1315,192,45.8,6.6,87,77,3.0,2.6,2267,192,78.9,5.8,99,73,3.4,2.6,450,153,15.7,4.9,314,140,(X),(X),0,15,0.0,7.6,192,108,61.1,26.9,122,106,38.9,26.9,1145,210,(X),(X),16,26,1.4,2.3,877,193,76.6,8.6,252,107,22.0,8.3,1414,184,(X),(X),0,15,0.0,1.7,1338,191,94.6,4.5,76,64,5.4,4.5
