GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_MOE_VC38,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC03_EST_VC38,Male; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC03_MOE_VC38,Male; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC04_EST_VC38,Percent Male; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC04_MOE_VC38,Percent Male; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC05_EST_VC38,Female; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC05_MOE_VC38,Female; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC06_EST_VC38,Percent Female; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC06_MOE_VC38,Percent Female; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC01_EST_VC39,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC01_MOE_VC39,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC02_EST_VC39,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC02_MOE_VC39,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC03_EST_VC39,Male; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC03_MOE_VC39,Male; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC04_EST_VC39,Percent Male; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC04_MOE_VC39,Percent Male; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC05_EST_VC39,Female; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC05_MOE_VC39,Female; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC06_EST_VC39,Percent Female; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC06_MOE_VC39,Percent Female; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - Bachelor's degree or higher
HC01_EST_VC41,"Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC41,"Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC41,"Percent; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC41,"Percent; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC41,"Male; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC41,"Male; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC41,"Percent Male; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC41,"Percent Male; Margin of Error; White alone, not Hispanic or Latino"
HC05_EST_VC41,"Female; Estimate; White alone, not Hispanic or Latino"
HC05_MOE_VC41,"Female; Margin of Error; White alone, not Hispanic or Latino"
HC06_EST_VC41,"Percent Female; Estimate; White alone, not Hispanic or Latino"
HC06_MOE_VC41,"Percent Female; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC42,"Total; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC01_MOE_VC42,"Total; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC02_EST_VC42,"Percent; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC02_MOE_VC42,"Percent; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC03_EST_VC42,"Male; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC03_MOE_VC42,"Male; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC04_EST_VC42,"Percent Male; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC04_MOE_VC42,"Percent Male; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC05_EST_VC42,"Female; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC05_MOE_VC42,"Female; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC06_EST_VC42,"Percent Female; Estimate; White alone, not Hispanic or Latino - High school graduate or higher"
HC06_MOE_VC42,"Percent Female; Margin of Error; White alone, not Hispanic or Latino - High school graduate or higher"
HC01_EST_VC43,"Total; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC01_MOE_VC43,"Total; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC02_EST_VC43,"Percent; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC02_MOE_VC43,"Percent; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC03_EST_VC43,"Male; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC03_MOE_VC43,"Male; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC04_EST_VC43,"Percent Male; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC04_MOE_VC43,"Percent Male; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC05_EST_VC43,"Female; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC05_MOE_VC43,"Female; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC06_EST_VC43,"Percent Female; Estimate; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC06_MOE_VC43,"Percent Female; Margin of Error; White alone, not Hispanic or Latino - Bachelor's degree or higher"
HC01_EST_VC45,Total; Estimate; Black alone
HC01_MOE_VC45,Total; Margin of Error; Black alone
HC02_EST_VC45,Percent; Estimate; Black alone
HC02_MOE_VC45,Percent; Margin of Error; Black alone
HC03_EST_VC45,Male; Estimate; Black alone
HC03_MOE_VC45,Male; Margin of Error; Black alone
HC04_EST_VC45,Percent Male; Estimate; Black alone
HC04_MOE_VC45,Percent Male; Margin of Error; Black alone
HC05_EST_VC45,Female; Estimate; Black alone
HC05_MOE_VC45,Female; Margin of Error; Black alone
HC06_EST_VC45,Percent Female; Estimate; Black alone
HC06_MOE_VC45,Percent Female; Margin of Error; Black alone
HC01_EST_VC46,Total; Estimate; Black alone - High school graduate or higher
HC01_MOE_VC46,Total; Margin of Error; Black alone - High school graduate or higher
HC02_EST_VC46,Percent; Estimate; Black alone - High school graduate or higher
HC02_MOE_VC46,Percent; Margin of Error; Black alone - High school graduate or higher
HC03_EST_VC46,Male; Estimate; Black alone - High school graduate or higher
HC03_MOE_VC46,Male; Margin of Error; Black alone - High school graduate or higher
HC04_EST_VC46,Percent Male; Estimate; Black alone - High school graduate or higher
HC04_MOE_VC46,Percent Male; Margin of Error; Black alone - High school graduate or higher
HC05_EST_VC46,Female; Estimate; Black alone - High school graduate or higher
HC05_MOE_VC46,Female; Margin of Error; Black alone - High school graduate or higher
HC06_EST_VC46,Percent Female; Estimate; Black alone - High school graduate or higher
HC06_MOE_VC46,Percent Female; Margin of Error; Black alone - High school graduate or higher
HC01_EST_VC47,Total; Estimate; Black alone - Bachelor's degree or higher
HC01_MOE_VC47,Total; Margin of Error; Black alone - Bachelor's degree or higher
HC02_EST_VC47,Percent; Estimate; Black alone - Bachelor's degree or higher
HC02_MOE_VC47,Percent; Margin of Error; Black alone - Bachelor's degree or higher
HC03_EST_VC47,Male; Estimate; Black alone - Bachelor's degree or higher
HC03_MOE_VC47,Male; Margin of Error; Black alone - Bachelor's degree or higher
HC04_EST_VC47,Percent Male; Estimate; Black alone - Bachelor's degree or higher
HC04_MOE_VC47,Percent Male; Margin of Error; Black alone - Bachelor's degree or higher
HC05_EST_VC47,Female; Estimate; Black alone - Bachelor's degree or higher
HC05_MOE_VC47,Female; Margin of Error; Black alone - Bachelor's degree or higher
HC06_EST_VC47,Percent Female; Estimate; Black alone - Bachelor's degree or higher
HC06_MOE_VC47,Percent Female; Margin of Error; Black alone - Bachelor's degree or higher
HC01_EST_VC49,Total; Estimate; American Indian or Alaska Native alone
HC01_MOE_VC49,Total; Margin of Error; American Indian or Alaska Native alone
HC02_EST_VC49,Percent; Estimate; American Indian or Alaska Native alone
HC02_MOE_VC49,Percent; Margin of Error; American Indian or Alaska Native alone
HC03_EST_VC49,Male; Estimate; American Indian or Alaska Native alone
HC03_MOE_VC49,Male; Margin of Error; American Indian or Alaska Native alone
HC04_EST_VC49,Percent Male; Estimate; American Indian or Alaska Native alone
HC04_MOE_VC49,Percent Male; Margin of Error; American Indian or Alaska Native alone
HC05_EST_VC49,Female; Estimate; American Indian or Alaska Native alone
HC05_MOE_VC49,Female; Margin of Error; American Indian or Alaska Native alone
HC06_EST_VC49,Percent Female; Estimate; American Indian or Alaska Native alone
HC06_MOE_VC49,Percent Female; Margin of Error; American Indian or Alaska Native alone
HC01_EST_VC50,Total; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC01_MOE_VC50,Total; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC02_EST_VC50,Percent; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC02_MOE_VC50,Percent; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC03_EST_VC50,Male; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC03_MOE_VC50,Male; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC04_EST_VC50,Percent Male; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC04_MOE_VC50,Percent Male; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC05_EST_VC50,Female; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC05_MOE_VC50,Female; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC06_EST_VC50,Percent Female; Estimate; American Indian or Alaska Native alone - High school graduate or higher
HC06_MOE_VC50,Percent Female; Margin of Error; American Indian or Alaska Native alone - High school graduate or higher
HC01_EST_VC51,Total; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC01_MOE_VC51,Total; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC02_EST_VC51,Percent; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC02_MOE_VC51,Percent; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC03_EST_VC51,Male; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC03_MOE_VC51,Male; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC04_EST_VC51,Percent Male; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC04_MOE_VC51,Percent Male; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC05_EST_VC51,Female; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC05_MOE_VC51,Female; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC06_EST_VC51,Percent Female; Estimate; American Indian or Alaska Native alone - Bachelor's degree or higher
HC06_MOE_VC51,Percent Female; Margin of Error; American Indian or Alaska Native alone - Bachelor's degree or higher
HC01_EST_VC53,Total; Estimate; Asian alone
HC01_MOE_VC53,Total; Margin of Error; Asian alone
HC02_EST_VC53,Percent; Estimate; Asian alone
HC02_MOE_VC53,Percent; Margin of Error; Asian alone
HC03_EST_VC53,Male; Estimate; Asian alone
HC03_MOE_VC53,Male; Margin of Error; Asian alone
HC04_EST_VC53,Percent Male; Estimate; Asian alone
HC04_MOE_VC53,Percent Male; Margin of Error; Asian alone
HC05_EST_VC53,Female; Estimate; Asian alone
HC05_MOE_VC53,Female; Margin of Error; Asian alone
HC06_EST_VC53,Percent Female; Estimate; Asian alone
HC06_MOE_VC53,Percent Female; Margin of Error; Asian alone
HC01_EST_VC54,Total; Estimate; Asian alone - High school graduate or higher
HC01_MOE_VC54,Total; Margin of Error; Asian alone - High school graduate or higher
HC02_EST_VC54,Percent; Estimate; Asian alone - High school graduate or higher
HC02_MOE_VC54,Percent; Margin of Error; Asian alone - High school graduate or higher
HC03_EST_VC54,Male; Estimate; Asian alone - High school graduate or higher
HC03_MOE_VC54,Male; Margin of Error; Asian alone - High school graduate or higher
HC04_EST_VC54,Percent Male; Estimate; Asian alone - High school graduate or higher
HC04_MOE_VC54,Percent Male; Margin of Error; Asian alone - High school graduate or higher
HC05_EST_VC54,Female; Estimate; Asian alone - High school graduate or higher
HC05_MOE_VC54,Female; Margin of Error; Asian alone - High school graduate or higher
HC06_EST_VC54,Percent Female; Estimate; Asian alone - High school graduate or higher
HC06_MOE_VC54,Percent Female; Margin of Error; Asian alone - High school graduate or higher
HC01_EST_VC55,Total; Estimate; Asian alone - Bachelor's degree or higher
HC01_MOE_VC55,Total; Margin of Error; Asian alone - Bachelor's degree or higher
HC02_EST_VC55,Percent; Estimate; Asian alone - Bachelor's degree or higher
HC02_MOE_VC55,Percent; Margin of Error; Asian alone - Bachelor's degree or higher
HC03_EST_VC55,Male; Estimate; Asian alone - Bachelor's degree or higher
HC03_MOE_VC55,Male; Margin of Error; Asian alone - Bachelor's degree or higher
HC04_EST_VC55,Percent Male; Estimate; Asian alone - Bachelor's degree or higher
HC04_MOE_VC55,Percent Male; Margin of Error; Asian alone - Bachelor's degree or higher
HC05_EST_VC55,Female; Estimate; Asian alone - Bachelor's degree or higher
HC05_MOE_VC55,Female; Margin of Error; Asian alone - Bachelor's degree or higher
HC06_EST_VC55,Percent Female; Estimate; Asian alone - Bachelor's degree or higher
HC06_MOE_VC55,Percent Female; Margin of Error; Asian alone - Bachelor's degree or higher
HC01_EST_VC57,Total; Estimate; Native Hawaiian and Other Pacific Islander alone
HC01_MOE_VC57,Total; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC02_EST_VC57,Percent; Estimate; Native Hawaiian and Other Pacific Islander alone
HC02_MOE_VC57,Percent; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC03_EST_VC57,Male; Estimate; Native Hawaiian and Other Pacific Islander alone
HC03_MOE_VC57,Male; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC04_EST_VC57,Percent Male; Estimate; Native Hawaiian and Other Pacific Islander alone
HC04_MOE_VC57,Percent Male; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC05_EST_VC57,Female; Estimate; Native Hawaiian and Other Pacific Islander alone
HC05_MOE_VC57,Female; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC06_EST_VC57,Percent Female; Estimate; Native Hawaiian and Other Pacific Islander alone
HC06_MOE_VC57,Percent Female; Margin of Error; Native Hawaiian and Other Pacific Islander alone
HC01_EST_VC58,Total; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC01_MOE_VC58,Total; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC02_EST_VC58,Percent; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC02_MOE_VC58,Percent; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC03_EST_VC58,Male; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC03_MOE_VC58,Male; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC04_EST_VC58,Percent Male; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC04_MOE_VC58,Percent Male; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC05_EST_VC58,Female; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC05_MOE_VC58,Female; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC06_EST_VC58,Percent Female; Estimate; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC06_MOE_VC58,Percent Female; Margin of Error; Native Hawaiian and Other Pacific Islander alone - High school graduate or higher
HC01_EST_VC59,Total; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC01_MOE_VC59,Total; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC02_EST_VC59,Percent; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC02_MOE_VC59,Percent; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC03_EST_VC59,Male; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC03_MOE_VC59,Male; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC04_EST_VC59,Percent Male; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC04_MOE_VC59,Percent Male; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC05_EST_VC59,Female; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC05_MOE_VC59,Female; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC06_EST_VC59,Percent Female; Estimate; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC06_MOE_VC59,Percent Female; Margin of Error; Native Hawaiian and Other Pacific Islander alone - Bachelor's degree or higher
HC01_EST_VC61,Total; Estimate; Some other race alone
HC01_MOE_VC61,Total; Margin of Error; Some other race alone
HC02_EST_VC61,Percent; Estimate; Some other race alone
HC02_MOE_VC61,Percent; Margin of Error; Some other race alone
HC03_EST_VC61,Male; Estimate; Some other race alone
HC03_MOE_VC61,Male; Margin of Error; Some other race alone
HC04_EST_VC61,Percent Male; Estimate; Some other race alone
HC04_MOE_VC61,Percent Male; Margin of Error; Some other race alone
HC05_EST_VC61,Female; Estimate; Some other race alone
HC05_MOE_VC61,Female; Margin of Error; Some other race alone
HC06_EST_VC61,Percent Female; Estimate; Some other race alone
HC06_MOE_VC61,Percent Female; Margin of Error; Some other race alone
HC01_EST_VC62,Total; Estimate; Some other race alone - High school graduate or higher
HC01_MOE_VC62,Total; Margin of Error; Some other race alone - High school graduate or higher
HC02_EST_VC62,Percent; Estimate; Some other race alone - High school graduate or higher
HC02_MOE_VC62,Percent; Margin of Error; Some other race alone - High school graduate or higher
HC03_EST_VC62,Male; Estimate; Some other race alone - High school graduate or higher
HC03_MOE_VC62,Male; Margin of Error; Some other race alone - High school graduate or higher
HC04_EST_VC62,Percent Male; Estimate; Some other race alone - High school graduate or higher
HC04_MOE_VC62,Percent Male; Margin of Error; Some other race alone - High school graduate or higher
HC05_EST_VC62,Female; Estimate; Some other race alone - High school graduate or higher
HC05_MOE_VC62,Female; Margin of Error; Some other race alone - High school graduate or higher
HC06_EST_VC62,Percent Female; Estimate; Some other race alone - High school graduate or higher
HC06_MOE_VC62,Percent Female; Margin of Error; Some other race alone - High school graduate or higher
HC01_EST_VC63,Total; Estimate; Some other race alone - Bachelor's degree or higher
HC01_MOE_VC63,Total; Margin of Error; Some other race alone - Bachelor's degree or higher
HC02_EST_VC63,Percent; Estimate; Some other race alone - Bachelor's degree or higher
HC02_MOE_VC63,Percent; Margin of Error; Some other race alone - Bachelor's degree or higher
HC03_EST_VC63,Male; Estimate; Some other race alone - Bachelor's degree or higher
HC03_MOE_VC63,Male; Margin of Error; Some other race alone - Bachelor's degree or higher
HC04_EST_VC63,Percent Male; Estimate; Some other race alone - Bachelor's degree or higher
HC04_MOE_VC63,Percent Male; Margin of Error; Some other race alone - Bachelor's degree or higher
HC05_EST_VC63,Female; Estimate; Some other race alone - Bachelor's degree or higher
HC05_MOE_VC63,Female; Margin of Error; Some other race alone - Bachelor's degree or higher
HC06_EST_VC63,Percent Female; Estimate; Some other race alone - Bachelor's degree or higher
HC06_MOE_VC63,Percent Female; Margin of Error; Some other race alone - Bachelor's degree or higher
HC01_EST_VC65,Total; Estimate; Two or more races
HC01_MOE_VC65,Total; Margin of Error; Two or more races
HC02_EST_VC65,Percent; Estimate; Two or more races
HC02_MOE_VC65,Percent; Margin of Error; Two or more races
HC03_EST_VC65,Male; Estimate; Two or more races
HC03_MOE_VC65,Male; Margin of Error; Two or more races
HC04_EST_VC65,Percent Male; Estimate; Two or more races
HC04_MOE_VC65,Percent Male; Margin of Error; Two or more races
HC05_EST_VC65,Female; Estimate; Two or more races
HC05_MOE_VC65,Female; Margin of Error; Two or more races
HC06_EST_VC65,Percent Female; Estimate; Two or more races
HC06_MOE_VC65,Percent Female; Margin of Error; Two or more races
HC01_EST_VC66,Total; Estimate; Two or more races - High school graduate or higher
HC01_MOE_VC66,Total; Margin of Error; Two or more races - High school graduate or higher
HC02_EST_VC66,Percent; Estimate; Two or more races - High school graduate or higher
HC02_MOE_VC66,Percent; Margin of Error; Two or more races - High school graduate or higher
HC03_EST_VC66,Male; Estimate; Two or more races - High school graduate or higher
HC03_MOE_VC66,Male; Margin of Error; Two or more races - High school graduate or higher
HC04_EST_VC66,Percent Male; Estimate; Two or more races - High school graduate or higher
HC04_MOE_VC66,Percent Male; Margin of Error; Two or more races - High school graduate or higher
HC05_EST_VC66,Female; Estimate; Two or more races - High school graduate or higher
HC05_MOE_VC66,Female; Margin of Error; Two or more races - High school graduate or higher
HC06_EST_VC66,Percent Female; Estimate; Two or more races - High school graduate or higher
HC06_MOE_VC66,Percent Female; Margin of Error; Two or more races - High school graduate or higher
HC01_EST_VC67,Total; Estimate; Two or more races - Bachelor's degree or higher
HC01_MOE_VC67,Total; Margin of Error; Two or more races - Bachelor's degree or higher
HC02_EST_VC67,Percent; Estimate; Two or more races - Bachelor's degree or higher
HC02_MOE_VC67,Percent; Margin of Error; Two or more races - Bachelor's degree or higher
HC03_EST_VC67,Male; Estimate; Two or more races - Bachelor's degree or higher
HC03_MOE_VC67,Male; Margin of Error; Two or more races - Bachelor's degree or higher
HC04_EST_VC67,Percent Male; Estimate; Two or more races - Bachelor's degree or higher
HC04_MOE_VC67,Percent Male; Margin of Error; Two or more races - Bachelor's degree or higher
HC05_EST_VC67,Female; Estimate; Two or more races - Bachelor's degree or higher
HC05_MOE_VC67,Female; Margin of Error; Two or more races - Bachelor's degree or higher
HC06_EST_VC67,Percent Female; Estimate; Two or more races - Bachelor's degree or higher
HC06_MOE_VC67,Percent Female; Margin of Error; Two or more races - Bachelor's degree or higher
HC01_EST_VC69,Total; Estimate; Hispanic or Latino Origin
HC01_MOE_VC69,Total; Margin of Error; Hispanic or Latino Origin
HC02_EST_VC69,Percent; Estimate; Hispanic or Latino Origin
HC02_MOE_VC69,Percent; Margin of Error; Hispanic or Latino Origin
HC03_EST_VC69,Male; Estimate; Hispanic or Latino Origin
HC03_MOE_VC69,Male; Margin of Error; Hispanic or Latino Origin
HC04_EST_VC69,Percent Male; Estimate; Hispanic or Latino Origin
HC04_MOE_VC69,Percent Male; Margin of Error; Hispanic or Latino Origin
HC05_EST_VC69,Female; Estimate; Hispanic or Latino Origin
HC05_MOE_VC69,Female; Margin of Error; Hispanic or Latino Origin
HC06_EST_VC69,Percent Female; Estimate; Hispanic or Latino Origin
HC06_MOE_VC69,Percent Female; Margin of Error; Hispanic or Latino Origin
HC01_EST_VC70,Total; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC01_MOE_VC70,Total; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC02_EST_VC70,Percent; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC02_MOE_VC70,Percent; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC03_EST_VC70,Male; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC03_MOE_VC70,Male; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC04_EST_VC70,Percent Male; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC04_MOE_VC70,Percent Male; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC05_EST_VC70,Female; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC05_MOE_VC70,Female; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC06_EST_VC70,Percent Female; Estimate; Hispanic or Latino Origin - High school graduate or higher
HC06_MOE_VC70,Percent Female; Margin of Error; Hispanic or Latino Origin - High school graduate or higher
HC01_EST_VC71,Total; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC01_MOE_VC71,Total; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC02_EST_VC71,Percent; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC02_MOE_VC71,Percent; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC03_EST_VC71,Male; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC03_MOE_VC71,Male; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC04_EST_VC71,Percent Male; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC04_MOE_VC71,Percent Male; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC05_EST_VC71,Female; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC05_MOE_VC71,Female; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC06_EST_VC71,Percent Female; Estimate; Hispanic or Latino Origin - Bachelor's degree or higher
HC06_MOE_VC71,Percent Female; Margin of Error; Hispanic or Latino Origin - Bachelor's degree or higher
HC01_EST_VC74,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC01_MOE_VC74,Total; Margin of Error; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC02_EST_VC74,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC02_MOE_VC74,Percent; Margin of Error; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC03_EST_VC74,Male; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC03_MOE_VC74,Male; Margin of Error; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
HC04_EST_VC74,Percent Male; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate
