GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_EST_VC53,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC01_MOE_VC53,Total; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes
HC02_EST_VC53,Male; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC02_MOE_VC53,Male; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes
HC03_EST_VC53,Female; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC03_MOE_VC53,Female; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes
HC01_EST_VC54,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC01_MOE_VC54,Total; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes
HC02_EST_VC54,Male; Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC02_MOE_VC54,Male; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes
HC03_EST_VC54,Female; Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC03_MOE_VC54,Female; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes
HC01_EST_VC55,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC01_MOE_VC55,Total; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC02_EST_VC55,Male; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC02_MOE_VC55,Male; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC03_EST_VC55,Female; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC03_MOE_VC55,Female; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC01_EST_VC58,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households
HC01_MOE_VC58,Total; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households
HC02_EST_VC58,Male; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households
HC02_MOE_VC58,Male; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households
HC03_EST_VC58,Female; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households
HC03_MOE_VC58,Female; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households
HC01_EST_VC59,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available
HC01_MOE_VC59,Total; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available
HC02_EST_VC59,Male; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available
HC02_MOE_VC59,Male; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available
HC03_EST_VC59,Female; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available
HC03_MOE_VC59,Female; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available
HC01_EST_VC60,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available
HC01_MOE_VC60,Total; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available
HC02_EST_VC60,Male; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available
HC02_MOE_VC60,Male; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available
HC03_EST_VC60,Female; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available
HC03_MOE_VC60,Female; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available
HC01_EST_VC61,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available
HC01_MOE_VC61,Total; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available
HC02_EST_VC61,Male; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available
HC02_MOE_VC61,Male; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available
HC03_EST_VC61,Female; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available
HC03_MOE_VC61,Female; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available
HC01_EST_VC62,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available
HC01_MOE_VC62,Total; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available
HC02_EST_VC62,Male; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available
HC02_MOE_VC62,Male; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available
HC03_EST_VC62,Female; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available
HC03_MOE_VC62,Female; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available
HC01_EST_VC65,Total; Estimate; PERCENT ALLOCATED - Means of transportation to work
HC01_MOE_VC65,Total; Margin of Error; PERCENT ALLOCATED - Means of transportation to work
HC02_EST_VC65,Male; Estimate; PERCENT ALLOCATED - Means of transportation to work
HC02_MOE_VC65,Male; Margin of Error; PERCENT ALLOCATED - Means of transportation to work
HC03_EST_VC65,Female; Estimate; PERCENT ALLOCATED - Means of transportation to work
HC03_MOE_VC65,Female; Margin of Error; PERCENT ALLOCATED - Means of transportation to work
HC01_EST_VC66,Total; Estimate; PERCENT ALLOCATED - Private vehicle occupancy
HC01_MOE_VC66,Total; Margin of Error; PERCENT ALLOCATED - Private vehicle occupancy
HC02_EST_VC66,Male; Estimate; PERCENT ALLOCATED - Private vehicle occupancy
HC02_MOE_VC66,Male; Margin of Error; PERCENT ALLOCATED - Private vehicle occupancy
HC03_EST_VC66,Female; Estimate; PERCENT ALLOCATED - Private vehicle occupancy
HC03_MOE_VC66,Female; Margin of Error; PERCENT ALLOCATED - Private vehicle occupancy
HC01_EST_VC67,Total; Estimate; PERCENT ALLOCATED - Place of work
HC01_MOE_VC67,Total; Margin of Error; PERCENT ALLOCATED - Place of work
HC02_EST_VC67,Male; Estimate; PERCENT ALLOCATED - Place of work
HC02_MOE_VC67,Male; Margin of Error; PERCENT ALLOCATED - Place of work
HC03_EST_VC67,Female; Estimate; PERCENT ALLOCATED - Place of work
HC03_MOE_VC67,Female; Margin of Error; PERCENT ALLOCATED - Place of work
HC01_EST_VC68,Total; Estimate; PERCENT ALLOCATED - Time leaving home to go to work
HC01_MOE_VC68,Total; Margin of Error; PERCENT ALLOCATED - Time leaving home to go to work
HC02_EST_VC68,Male; Estimate; PERCENT ALLOCATED - Time leaving home to go to work
HC02_MOE_VC68,Male; Margin of Error; PERCENT ALLOCATED - Time leaving home to go to work
HC03_EST_VC68,Female; Estimate; PERCENT ALLOCATED - Time leaving home to go to work
HC03_MOE_VC68,Female; Margin of Error; PERCENT ALLOCATED - Time leaving home to go to work
HC01_EST_VC69,Total; Estimate; PERCENT ALLOCATED - Travel time to work
HC01_MOE_VC69,Total; Margin of Error; PERCENT ALLOCATED - Travel time to work
HC02_EST_VC69,Male; Estimate; PERCENT ALLOCATED - Travel time to work
HC02_MOE_VC69,Male; Margin of Error; PERCENT ALLOCATED - Travel time to work
HC03_EST_VC69,Female; Estimate; PERCENT ALLOCATED - Travel time to work
HC03_MOE_VC69,Female; Margin of Error; PERCENT ALLOCATED - Travel time to work
HC01_EST_VC70,Total; Estimate; PERCENT ALLOCATED - Vehicles available
HC01_MOE_VC70,Total; Margin of Error; PERCENT ALLOCATED - Vehicles available
HC02_EST_VC70,Male; Estimate; PERCENT ALLOCATED - Vehicles available
HC02_MOE_VC70,Male; Margin of Error; PERCENT ALLOCATED - Vehicles available
HC03_EST_VC70,Female; Estimate; PERCENT ALLOCATED - Vehicles available
HC03_MOE_VC70,Female; Margin of Error; PERCENT ALLOCATED - Vehicles available
