"","date_submitted","ideal_adoption_timeline","reason_for_adoption","specific_animal","adults_in_home","children_in_home","all_household_agree","allergies","home_owner","home_pet_policy","experience","budget_monthly","budget_emergency","home_alone_avg","home_alone_max","pet_kept","exercise","needs","return_pet","how_heard","outcome_trello_id","STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","City","State","ZIP"
"359","11/26/2018","today","myself",TRUE,"0",0,"yes","no-allergies","myself","","grew-up-with-pet","$150.00 ","$800.00 ","4 h","4 h","inside-only","toy-mice","scratching-post","becomes-aggressive","website","5bfc2d257f6a4149b3ff463d",42,101,28500,42101028500,285,"Census Tract 285","G5020","S",267007,0,40.0287154,-75.1337359,"PHILADELPHIA","PA","19120"
"360","11/26/2018","one-month-or-more","myself",FALSE,"0",0,"yes","no-allergies","myself","","grew-up-with-pet,lived-wit-previous-housemates-pets","$500.00 ","$2,000.00 ","4 h","12 h","inside-only","not-much,toy-mice","scratching-post","none","","5bfc2742f597a9334fee1acc",42,101,1400,42101001400,14,"Census Tract 14","G5020","S",315833,0,39.9429436,-75.171593,"Philadelphia","PA","19146"
"361","11/26/2018","one-month-or-more","myself",TRUE,"1",0,"yes","no-allergies","company","havent-asked","currently-have-pet,grew-up-with-pet","$75.00 ","$1,000.00 ","5 h",NA,"inside-only","toy-mice,wand-toys,other-cats","nail-clip,scratching-post","none","other","5bfc215b30e6b140dad7739b",42,101,14200,42101014200,142,"Census Tract 142","G5020","S",788168,277434,39.9652375,-75.1359612,"PhiladelphiaÃ¢â‚¬â„¢s ","PA","19123"
"362","11/26/2018","today","myself",TRUE,"1",0,"yes","no-allergies","family-member-or-friend","","euthanized-a-pet,grew-up-with-pet,currently-have-pet","$600.00 ","$6,000.00 ","8 h","8 h","inside-only","wand-toys,other-cats","nail-clip,scratching-post","none","website","5bfc1c98f59e663d2391266e",42,101,2802,42101002802,28.02,"Census Tract 28.02","G5020","S",362691,0,39.9288001,-75.1614073,"Philadelphia","PA","19148"
"363","11/26/2018","one-month-or-more","myself,my-kids,other",FALSE,"-1",1,"yes","no-allergies","myself","","euthanized-a-pet,grew-up-with-pet,currently-have-pet","$100.00 ","$1,000.00 ","8 h",NA,"inside-only","toy-mice,other-cats","nail-clip,scratching-post,other","none","","5bfc1a481a839910737694bc",42,91,204702,42091204702,2047.02,"Census Tract 2047.02","G5020","S",2730846,7026,40.0226033,-75.2353742,"Bala Cynwyd","PA","19004"
"364","11/26/2018","one-month-or-more","myself",TRUE,"4",0,"yes","no-allergies","family-member-or-friend","","euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets","$300.00 ","$2,000.00 ","3 h",NA,"inside-only","toy-mice,wand-toys,other-cats","nail-clip,scratching-post","becomes-aggressive","other","5bda5061d9678783c9f73529",42,101,16702,42101016702,167.02,"Census Tract 167.02","G5020","S",355103,0,39.9904175,-75.1578177,"Philadelphia","PA","19132"
"365","11/26/2018","one-month-or-more","myself",TRUE,"1",0,"yes","no-allergies","myself","","euthanized-a-pet,pet-died-in-care,grew-up-with-pet,lived-wit-previous-housemates-pets","$500.00 ","$2,000.00 ","8 h","10 h","inside-only,inside-with-yard-access","toy-mice,wand-toys","scratching-post,nail-clip","none","insta","5bfbbec2146a2c51a8864cf8",42,101,13601,42101013601,136.01,"Census Tract 136.01","G5020","S",167669,0,39.9689697,-75.1785782,"Philadelphia ","PA","19130"
"366","11/26/2018","next-few-weeks","myself",TRUE,"1",0,"yes","not-sure","company","havent-asked","grew-up-with-pet","$200.00 ","$250.00 ",NA,NA,"inside-only","toy-mice,wand-toys","scratching-post","allergies-appear","website","5bfb7e786620a80cfc9b3b72",42,91,202301,42091202301,2023.01,"Census Tract 2023.01","G5020","S",2793014,0,40.0770897,-75.1227333,"Elkins Park ","PA","19027"
"367","11/25/2018","today","myself",FALSE,"1",0,"yes","no-allergies","family-member-or-friend","","grew-up-with-pet,currently-have-pet","$500.00 ","$1,500.00 ","3 h","5 h","inside-only","toy-mice,wand-toys,other-cats","scratching-post","none","","5bfb7d438e1a1636b4d431b4",42,101,26400,42101026400,264,"Census Tract 264","G5020","S",796819,0,40.0625462,-75.1620066,"Philadelphia ","PA","19150"
"368","11/25/2018","one-month-or-more","myself",TRUE,"0",0,"yes","no-allergies","myself","","lived-wit-previous-housemates-pets","$500.00 ","$1,000.00 ","9 h","9 h","inside-only,leash-harness","toy-mice,wand-toys","nail-clip,scratching-post","none","website","5bfb68198c605f15218d9bcd",42,101,8702,42101008702,87.02,"Census Tract 87.02","G5020","S",283544,0,39.9538112,-75.2070434,"Philadelphia","DE","19104"
"369","11/25/2018","today","myself",FALSE,"0",0,"yes","no-allergies","company","yes","grew-up-with-pet","$100.00 ","$500.00 ","8 h","8 h","inside-only","toy-mice","scratching-post","none","","5bfb579efdf94d32a4fcc3df",42,101,902,42101000902,9.02,"Census Tract 9.02","G5020","S",155166,0,39.9471596,-75.1566389,"Philadelphia ","PA","19147"
"370","11/25/2018","today","myself",TRUE,"2",2,"yes","no-allergies","myself","","grew-up-with-pet","$200.00 ","$1,000.00 ","8 h","10 h","inside-only","toy-mice,wand-toys","nail-clip,scratching-post","none","other","5bfb22f1389eaf7ea323a7f0",42,101,2400,42101002400,24,"Census Tract 24","G5020","S",535423,0,39.9367634,-75.15951,"Philadelphia","PA","19147"
"371","11/25/2018","today","myself",TRUE,"2",0,"yes","no-allergies","company","yes","grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine","$75.00 ","$300.00 ",NA,NA,"inside-only,leash-harness","toy-mice,wand-toys,other-cats","scratching-post,other","becomes-aggressive,other","other,website",NA,42,101,15700,42101015700,157,"Census Tract 157","G5020","S",485072,0,39.9780454,-75.1355249,"Philadelphia","PA","19122"
"372","11/25/2018","one-month-or-more","myself",TRUE,"2",0,"yes","not-sure","company","yes","pet-ran-away,given-pet-to-another,pet-died-in-care,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets","$100.00 ","$500.00 ","8 h","10 h","inside-only","toy-mice,wand-toys,other-cats","nail-clip,scratching-post","none","website","5bfae6e1bc78d9136683ece0",42,101,8602,42101008602,86.02,"Census Tract 86.02","G5020","S",369142,0,39.9569725,-75.216703,"Philadelphia ","PA","19139"
"373","11/25/2018","today","my-kids",TRUE,"2",1,"yes","no-allergies","myself","","currently-have-pet","$150.00 ","$1,000.00 ","7 h","8 h","inside-only","wand-toys,toy-mice,other-cats","scratching-post,nail-clip","none","other","5bfaadcfd9a1ed6bf8eae986",34,19,11303,34019011303,113.03,"Census Tract 113.03","G5020","S",6700175,31224,40.4960354,-74.8331264,"Flemington","NJ","8822"
"374","11/25/2018","one-month-or-more","myself,my-kids",TRUE,"0",1,"yes","no-allergies","myself","","grew-up-with-pet","$1,000.00 ","$500.00 ",NA,"8 h","inside-only","toy-mice,wand-toys","scratching-post","none","other","5bfaa385dbda0622751ebe78",34,21,700,34021000700,7,"Census Tract 7","G5020","S",333070,0,40.2133228,-74.7472452,"Trenton ","NJ","8609"
"375","11/25/2018","today","myself",TRUE,"1",0,"yes","not-sure","company","havent-asked","never-lived-with-or-owned-a-pet-before","$150.00 ","$500.00 ","4 h","4 h","inside-only","other-cats,wand-toys,toy-mice","scratching-post","allergies-appear","other","5bfa5116efcd1a7b498b58f5",42,101,34502,42101034502,345.02,"Census Tract 345.02","G5020","S",1021492,0,40.081412,-75.0384555,"Philadelphia ","PA","19115"
"376","11/24/2018","one-month-or-more","myself,mouser",FALSE,"1",0,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets","$99.00 ","$77.00 ","3 h","5 h","inside-only,leash-harness","toy-mice,wand-toys","scratching-post","becomes-aggressive","","5bfa1b46caea3f2ecc45f3cb",42,101,11800,42101011800,118,"Census Tract 118","G5020","S",914502,0,39.9852922,-75.2357403,"Philadelphia","PA","19131"
"377","11/24/2018","today","myself,my-kids",FALSE,"1",1,"yes","no-allergies","myself","","grew-up-with-pet","$100.00 ","$500.00 ","8h","8h","inside-only","toy-mice,wand-toys","nail-clip,scratching-post","becomes-aggressive","","5bf9e77861987b34a637e342",42,101,14000,42101014000,140,"Census Tract 140","G5020","S",439803,0,39.9735358,-75.1630966,"Philadelphia","PA","19121"
"378","11/24/2018","today","myself",FALSE,"2",0,"yes","no-allergies","company","yes","pet-ran-away,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets","$250.00 ","$500.00 ","8 h","8 h","inside-only,leash-harness","toy-mice,wand-toys,other-cats","scratching-post","none","","5bf9d37cbdedc12c1fe8f85a",42,101,8702,42101008702,87.02,"Census Tract 87.02","G5020","S",283544,0,39.9538112,-75.2070434,"Philadelphia","PA","19104"
"379","11/24/2018","today","myself",FALSE,"0",0,"yes","no-allergies","company","yes","euthanized-a-pet,grew-up-with-pet","$50.00 ","$300.00 ","4 h","12 h","inside-only","toy-mice,wand-toys,other-cats,not-much","nail-clip,scratching-post","vet-becomes-expensive,becomes-aggressive","","5bf9b516adb51a036bfe4096",42,101,8802,42101008802,88.02,"Census Tract 88.02","G5020","S",394307,0,39.9529537,-75.2027666,"Philadelphia","PA","19104"
"380","11/24/2018","one-month-or-more","myself",TRUE,"0",0,"yes","no-allergies","myself","","pet-died-in-care,grew-up-with-pet","$90.00 ","$20,000.00 ","3 h","12 h","inside-only","toy-mice,wand-toys","declaw","becomes-aggressive","website","5bf9acc65cb78209fde713a7",42,101,10200,42101010200,102,"Census Tract 102","G5020","S",360618,0,39.968083,-75.2316701,"philadelphia","PA","19131"
"381","11/24/2018","today","myself,my-kids",FALSE,"1",2,"yes","no-allergies","myself","","currently-have-pet,grew-up-with-pet,euthanized-a-pet,pet-died-in-care","$100.00 ","$1,000.00 ",NA,NA,"inside-only","toy-mice,wand-toys","declaw","allergies-appear,becomes-aggressive","","5bf9973561b52a785aeba9c3",42,101,34000,42101034000,340,"Census Tract 340","G5020","S",763894,729,40.0711759,-75.0735007,"Philadelphia ","PA","19111"
"382","11/24/2018","one-month-or-more","my-kids,mouser",FALSE,"0",1,"yes","mildly-allergic","myself","","grew-up-with-pet","$150.00 ","$200.00 ",NA,"8 h","inside-only","toy-mice,wand-toys","scratching-post,declaw","none","","5bb4d5086338a81b5b46ad9d",42,101,9802,42101009802,98.02,"Census Tract 98.02","G5020","S",613111,0,39.9745848,-75.2678792,"Philadelphia ","PA","19151"
"383","11/24/2018","next-few-weeks","myself",TRUE,"0",0,"yes","no-allergies","company","yes","pet-died-in-care,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets","$50.00 ","$300.00 ",NA,NA,"inside-only","toy-mice,wand-toys","scratching-post","none","other","5be9de6e788b318ea5d02131",42,91,200401,42091200401,2004.01,"Census Tract 2004.01","G5020","S",1973113,0,40.1725743,-75.1085972,"Hatboro","PA","19040"
"384","11/24/2018","today","myself",FALSE,"2",0,"yes","not-sure","company","yes","never-lived-with-or-owned-a-pet-before","$50.00 ","$200.00 ","2 h","3 h","inside-only","toy-mice,wand-toys","scratching-post","allergies-appear","","5bf98c09c5b285345123e60d",42,101,34502,42101034502,345.02,"Census Tract 345.02","G5020","S",1021492,0,40.081412,-75.0384555,"Philadelphia ","PA","19115"
"385","11/24/2018","one-month-or-more","myself",FALSE,"2",0,"yes","no-allergies","company","yes","euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets","$100 ","$1,000.00 ",NA,"10 h","inside-only","toy-mice,wand-toys","scratching-post","none","","5bf96593286e1c7456f0033f",42,101,2300,42101002300,23,"Census Tract 23","G5020","S",212379,0,39.9348217,-75.1629799,"Philadelphia","PA","19147"
"386","11/24/2018","one-month-or-more","myself",TRUE,"0",0,"yes","no-allergies","myself","","grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets","$100.00 ","$400 ","6 h","8 h","inside-only","toy-mice,wand-toys,not-much","scratching-post","new-baby,pet-sheds,allergies-appear,scratches-furniture,not-allowed-new-living-space,becomes-aggressive,litter-box-issues,jumps-on-counters","website","5bf83c704824b33bb39f5802",42,101,6100,42101006100,61,"Census Tract 61","G5020","S",535223,0,39.9149909,-75.2288107,"Philadelphia","PA","19142"
"387","11/24/2018","today","myself,my-kids",TRUE,"0",1,"yes,a-surprise","no-allergies","myself","","pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet","$200.00 ","$1,700.00 ","3 h",NA,"inside-only","other-cats,toy-mice,wand-toys","nail-clip,scratching-post","none","other","5bf8e11f5304ee429bb4929b",42,77,6600,42077006600,66,"Census Tract 66","G5020","S",3383648,2325,40.5418172,-75.4990859,"Emmaus","PA","18049"
"388","11/23/2018","today","myself",FALSE,"2",0,"yes","not-sure","myself","","pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet","$30.00 ","$100.00 ","2 h","2h","inside-only","toy-mice","nail-clip,scratching-post,not-sure","vet-becomes-expensive","","5bf8d47fe5e19e4df8f958dc",42,45,402100,42045402100,4021,"Census Tract 4021","G5020","S",2495119,0,39.9346571,-75.2494382,"Yeadon","PA","19050"
"389","11/23/2018","one-month-or-more","myself",TRUE,"1",0,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets","$75.00 ","$100.00 ","5 h","5 h","inside-only,leash-harness","toy-mice,wand-toys,other-cats","scratching-post","allergies-appear,becomes-aggressive","website","5bf8acfd5cabd93df425cdb1",42,101,11800,42101011800,118,"Census Tract 118","G5020","S",914502,0,39.9852922,-75.2357403,"Philadelphia","PA","19131"
"390","11/23/2018","one-month-or-more","myself",FALSE,"0",0,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets","($120.00)","$500.00 ","3 h","3 h","inside-only","toy-mice,wand-toys,other-cats","scratching-post","allergies-appear","","5bf8a3e7a02eb146566e7f96",42,101,15300,42101015300,153,"Census Tract 153","G5020","S",469148,0,39.9837644,-75.1608848,"Philadelphia","PA","19136"
"391","11/23/2018","one-month-or-more","gift",TRUE,"1",0,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets","$500.00 ","$5,000.00 ","2 h","6 h","inside-outside","toy-mice","nail-clip,scratching-post","none","website,other","5bf89c95fdb9cf80283297e3",42,101,803,42101000803,8.03,"Census Tract 8.03","G5020","S",152820,0,39.9493748,-75.1742489,"Philadelphia","PA","19103"
"392","11/23/2018","one-month-or-more","my-kids",TRUE,"1",2,"yes","no-allergies","myself","","currently-have-pet,grew-up-with-pet","$100.00 ","$1,000.00 ","6 h","8 h","inside-only,inside-outside","other-cats,toy-mice,wand-toys","scratching-post","none","other","5bf890a0f7e4648a88bbaf59",34,7,608304,34007608304,6083.04,"Census Tract 6083.04","G5020","S",4507707,16162,39.8235749,-75.0583564,"Blackwood","NJ","8012"
"393","11/23/2018","today","myself",TRUE,"1",0,"yes","no-allergies","myself","","currently-have-pet,grew-up-with-pet,euthanized-a-pet","$300.00 ","$200.00 ","8 h","10 h","inside-only","toy-mice,wand-toys,other-cats","scratching-post","litter-box-issues","website","5bf87cd109e27e78d5e6a431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEWARK ","DE","19713"
"394","11/23/2018","one-month-or-more","myself,my-kids,gift",FALSE,"2",2,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets","$150.00 ","$500.00 ","8h","10h","inside-only","toy-mice,wand-toys","not-sure","none","","5bf87a9c3f0acd2d8d5f4894",42,101,36302,42101036302,363.02,"Census Tract 363.02","G5020","S",520968,0,40.0972506,-74.9805678,"Philadelphia","PA","19154"
"395","11/23/2018","next-few-weeks","my-kids",TRUE,"-2",-1,"yes","no-allergies","company","yes","grew-up-with-pet","$200.00 ","$500.00 ","1 h","1 h","inside-only","toy-mice,wand-toys,other-cats","scratching-post,nail-clip","none","website","5bf87182774ed96b68a66b1c",42,101,7800,42101007800,78,"Census Tract 78","G5020","S",427404,0,39.946458,-75.2162637,"Philadelphia","PA","19143"
"396","11/23/2018","one-month-or-more","myself",FALSE,"1",0,"yes","no-allergies","company","yes","grew-up-with-pet,currently-have-pet","$300.00 ","$500.00 ","3 h",NA,"inside-only","other-cats,toy-mice,wand-toys","scratching-post,nail-clip","none","","5bf86dec05a43a6dc2d96e7e",42,91,200502,42091200502,2005.02,"Census Tract 2005.02","G5020","S",3380853,0,40.1827904,-75.1308176,"Horsham","PA","19044"
"397","11/23/2018","one-month-or-more","myself",FALSE,"2",0,"yes","no-allergies","company","yes","grew-up-with-pet,currently-pets-in-my-home-but-not-mine","$200.00 ","$5,000.00 ","4 h","5 h","inside-only","toy-mice,wand-toys,other-cats","scratching-post","none","","5bf86459c7bd28447edc9d9a",42,101,8000,42101008000,80,"Census Tract 80","G5020","S",430891,0,39.9506586,-75.2268464,"Philadelphia","PA","19143"
"398","11/23/2018","one-month-or-more","myself,my-kids",FALSE,"1",1,"yes","no-allergies","myself","","euthanized-a-pet,grew-up-with-pet","$40.00 ","($1,000.00)","8 h","24 h","inside-only,inside-with-yard-access","toy-mice,wand-toys,other-cats","nail-clip,scratching-post","becomes-aggressive,allergies-appear","","5bf85e75099e5b65109d7d91",42,101,1400,42101001400,14,"Census Tract 14","G5020","S",315833,0,39.9429436,-75.171593,"Philadelphia","PA","19146"
"399","11/23/2018","one-month-or-more","myself",TRUE,"0",0,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets,euthanized-a-pet","$200.00 ","$1,500.00 ","8 h","8 h","inside-only","toy-mice,wand-toys","nail-clip,scratching-post","none","other","5bf84bcc7267286bcee3e63a",42,101,3002,42101003002,30.02,"Census Tract 30.02","G5020","S",226951,0,39.9327263,-75.1711915,"Philadelphia","PA","19146"
"400","11/23/2018","today","my-kids,myself",FALSE,"2",0,"yes","mildly-allergic","myself","","currently-have-pet,given-a-pet-to-a-shelter,bred-sold-a-pet,grew-up-with-pet","$500.00 ","$1,000.00 ",NA,NA,"inside-only","toy-mice,wand-toys","scratching-post,other","none","",NA,42,101,6200,42101006200,62,"Census Tract 62","G5020","S",509635,0,39.9194134,-75.2335257,"Philadelphia ","PA","19142"
"401","11/23/2018","one-month-or-more","myself,other",TRUE,"0",0,"yes","no-allergies","company","yes","currently-have-pet","$200.00 ","$7,000.00 ","10 h",NA,"inside-only","toy-mice,other-cats","scratching-post,nail-clip","becomes-aggressive,other","website","5bf8359f5ccbcf6ec8b4b058",42,91,201301,42091201301,2013.01,"Census Tract 2013.01","G5020","S",1152385,0,40.1597912,-75.2204724,"Ambler","PA","19002"
"402","11/23/2018","one-month-or-more","myself",TRUE,"3",0,"yes","no-allergies","myself","","never-lived-with-or-owned-a-pet-before","$200.00 ","$1,000.00 ","2 h",NA,"inside-only","toy-mice,wand-toys","nail-clip,scratching-post","becomes-aggressive","facebook","5bf830ba3d3cc129a152553c",42,101,1300,42101001300,13,"Census Tract 13","G5020","S",727890,60713,39.9436029,-75.1858337,"Philadelphia","PA","19146"
"403","11/23/2018","today","myself",TRUE,"1",0,"yes","no-allergies","company","yes","grew-up-with-pet","$400.00 ","$2,800.00 ","4 h","6 h","inside-only","toy-mice,wand-toys","not-sure","none","website","5bf830bb7642e0733bb4a9bd",42,101,2000,42101002000,20,"Census Tract 20","G5020","S",289368,0,39.9381416,-75.1843145,"Philadelphia","PA","19146"
"404","11/23/2018","today","myself,my-kids,mouser",FALSE,"1",2,"yes,a-surprise","no-allergies","family-member-or-friend","","grew-up-with-pet","$100.00 ","$150.00 ","3 h","3 h","inside-only","toy-mice,wand-toys","scratching-post,other","none","","5bf82e8c532c1a437b57c2b9",42,101,17201,42101017201,172.01,"Census Tract 172.01","G5020","S",262958,0,39.9993972,-75.1686145,"Philadelphia ","PA","19132"
"405","11/23/2018","today","myself",TRUE,"0",1,"yes","no-allergies","myself","","grew-up-with-pet","$300.00 ","$1,500.00 ","4 h","4 h","inside-only","toy-mice,wand-toys","not-sure,declaw","none","website","5bf8185ac1dc5d5da0d1e540",42,101,7102,42101007102,71.02,"Census Tract 71.02","G5020","S",415761,0,39.9409204,-75.2282511,"Philadelphia","PA","19143"
"406","11/23/2018","today","myself,my-kids,mouser",TRUE,"1",1,"yes","no-allergies","company","yes","grew-up-with-pet","$200.00 ","$3,000.00 ","8 h","10 h","inside-only","toy-mice,wand-toys","scratching-post,nail-clip","none","other","5bf7b0b63814a756a2db8d4d",42,45,402300,42045402300,4023,"Census Tract 4023","G5020","S",749261,0,39.9251187,-75.2494799,"Yeadon","PA","19050"
"407","11/22/2018","today","my-kids",TRUE,"1",1,"yes","no-allergies","myself","","currently-have-pet","$500.00 ","$1,000.00 ","2h","5h","inside-only","other-cats","nail-clip,scratching-post","none","other","5bf70855b0c4ab480584ef02",42,101,33000,42101033000,330,"Census Tract 330","G5020","S",732828,0,40.0335973,-75.0338489,"philadelphia","PA","19136"
"408","11/22/2018","one-month-or-more","myself,my-kids",FALSE,"2",1,"yes","no-allergies","myself","","grew-up-with-pet","$450.00 ","$1,000.00 ","4 h","4 h","inside-only","toy-mice,wand-toys,other-cats","nail-clip,scratching-post","allergies-appear","","5bf6e8b98de061286770e071",42,29,305300,42029305300,3053,"Census Tract 3053","G5020","S",15373474,81761,39.9858724,-75.8503627,"Coatesville","PA","19320-1936"
"409","11/22/2018","next-few-weeks","myself,other",FALSE,"1",0,"yes","no-allergies","company","yes","euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets","$640.00 ","$2,500.00 ","10 h","12 h","inside-only","toy-mice,wand-toys,other-cats","nail-clip,scratching-post","none","","5bf6dd4813d4dc514ac4b102",42,101,3002,42101003002,30.02,"Census Tract 30.02","G5020","S",226951,0,39.9327263,-75.1711915,"Philadelphia","PA","19146"
"410","11/22/2018","next-few-weeks","myself",TRUE,"0",0,"yes","no-allergies","company","yes","lived-wit-previous-housemates-pets","$150.00 ","$300.00 ","8 h",NA,"inside-only","toy-mice,wand-toys","scratching-post,nail-clip","vet-becomes-expensive,moving-too-far","insta","5bf6d6845e685903d1e46ba1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brighton","MA","2135"
"411","11/22/2018","one-month-or-more","my-kids",TRUE,"1",1,"yes","no-allergies","myself","","grew-up-with-pet,currently-have-pet","$150.00 ","$500.00 ","5 h",NA,"inside-only","toy-mice,other-cats","scratching-post","allergies-appear,becomes-aggressive","website","5bf6ab717b89957ca4f524fc",42,45,410200,42045410200,4102,"Census Tract 4102","G5020","S",22428478,158327,39.8643817,-75.5692081,"Glen mills ","PA","19342"
"412","11/21/2018","one-month-or-more","other,myself",FALSE,"4",0,"yes","no-allergies","family-member-or-friend","","grew-up-with-pet,euthanized-a-pet,lived-wit-previous-housemates-pets","$200.00 ","$1,000.00 ","3 h","5 h","inside-only,inside-with-yard-access","toy-mice,wand-toys","nail-clip,scratching-post","allergies-appear","","5bf62ed2d246074282e9e73b",42,101,35900,42101035900,359,"Census Tract 359","G5020","S",2244712,2511,40.1091461,-75.0163486,"Philadelphia ","PA","19116"
"413","11/21/2018","today","myself",TRUE,"1",0,"yes","no-allergies","myself","","grew-up-with-pet,lived-wit-previous-housemates-pets","$250.00 ","$2,500.00 ","6 h","8 h","inside-with-yard-access","wand-toys,not-much,toy-mice,other-cats","scratching-post,nail-clip,other","none","other","5bf61729ce14a24162c0e842",42,17,105702,42017105702,1057.02,"Census Tract 1057.02","G5020","S",2257834,447058,40.2053058,-74.7730227,"Morrisville","PA","19067"
"414","11/21/2018","one-month-or-more","myself",FALSE,"1",0,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets","$500.00 ","$1,500.00 ","8 h","12 h","inside-only","toy-mice,other-cats,wand-toys","not-sure","none","","5bf612d6ddb96675098b2564",42,101,1900,42101001900,19,"Census Tract 19","G5020","S",328328,0,39.9400454,-75.172227,"Philadelphia","PA","19146"
"415","11/21/2018","today","my-kids",FALSE,"0",2,"yes","not-sure,no-allergies","family-member-or-friend","","grew-up-with-pet","$70.00 ","$70.00 ","6 h","8 h","inside-only","not-much","nail-clip,declaw,not-sure","vet-becomes-expensive,becomes-aggressive","",NA,42,101,8500,42101008500,85,"Census Tract 85","G5020","S",621445,0,39.9568821,-75.2265389,"Philadelphia ","PA","19139"
"416","11/21/2018","today","mouser,gift",FALSE,"2",0,"yes","no-allergies","myself","","grew-up-with-pet","$200.00 ","$440.00 ",NA,NA,"inside-only","toy-mice,not-much","scratching-post,other","allergies-appear,becomes-aggressive","","5bf60cd502ce8f29d71883cd",42,101,7000,42101007000,70,"Census Tract 70","G5020","S",469047,0,39.935185,-75.221477,"Philadelphia","PA","19143"
"417","11/21/2018","one-month-or-more","myself",FALSE,"0",0,"yes","no-allergies","company","yes","grew-up-with-pet,lived-wit-previous-housemates-pets","$200.00 ","$2,000.00 ","9 h","28 h","inside-only","wand-toys,toy-mice,other-cats","scratching-post","none","","5bf5cd9a7caa52071aee474d",42,101,401,42101000401,4.01,"Census Tract 4.01","G5020","S",216838,15884,39.9541871,-75.1758082,"Philadelphia","PA","19103"
"418","11/21/2018","today","myself",TRUE,"1",0,"yes","not-sure","company","yes","lived-wit-previous-housemates-pets","$300.00 ","$500.00 ","6 h","8 h","inside-outside","toy-mice,wand-toys","nail-clip,scratching-post","none,other","website","5bf5cc953afde44495c1932c",34,23,8403,34023008403,84.03,"Census Tract 84.03","G5020","S",8368606,6864,40.3926476,-74.5835946,"Princeton","NJ","8540"
"419","11/21/2018","one-month-or-more","myself,my-kids",TRUE,"1",1,"yes,a-surprise","no-allergies","myself","","grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets","$150.00 ","$1,000.00 ","6 h","6 h","inside-only","toy-mice,wand-toys,other-cats","scratching-post,nail-clip","becomes-aggressive,other","","5bf5c5dfdcc5f056cfcae507",42,101,31700,42101031700,317,"Census Tract 317","G5020","S",881417,0,40.0306061,-75.068401,"Philadelphia","PA","19149"
"420","11/21/2018","today","myself,my-kids",TRUE,"-11",-1,"yes","no-allergies","myself","","grew-up-with-pet,given-pet-to-another","$200.00 ","$1,000.00 ","6 h","10 h","inside-only","toy-mice,wand-toys,other-cats","nail-clip,scratching-post,other","none","other","5bf5c4c58a5a8563df72b7f5",42,91,210500,42091210500,2105,"Census Tract 2105","G5020","S",3379105,0,40.0836945,-75.1929315,"wyndmoor","PA","19038"
"421","11/21/2018","next-few-weeks","myself",TRUE,"1",0,"yes","no-allergies","myself","","grew-up-with-pet,lived-wit-previous-housemates-pets","$100.00 ","$300.00 ","5 h","9 h","inside-only","other-cats,toy-mice","scratching-post","none","","5bf5bd77a790e0092813932f",42,101,3901,42101003901,39.01,"Census Tract 39.01","G5020","S",420397,0,39.9238262,-75.1732854,"Philadelphia","PA","19145"
"422","11/21/2018","one-month-or-more","myself",TRUE,"1",1,"yes","no-allergies","myself","","euthanized-a-pet,grew-up-with-pet","$200.00 ","$1,000.00 ",NA,"2 h","inside-only","toy-mice,wand-toys","nail-clip,scratching-post","becomes-aggressive","website","5bf5b87da893727b29d29188",42,101,31502,42101031502,315.02,"Census Tract 315.02","G5020","S",578102,0,40.0392658,-75.0548693,"PHILA","PA","19149"
"423","11/21/2018","one-month-or-more","myself",FALSE,"1",0,"yes","no-allergies","family-member-or-friend","","euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets","$400.00 ","$8,000.00 ","8 h",NA,"inside-only","wand-toys,toy-mice,other-cats","scratching-post","none","","5bf5a5fb4eeadf35d200a920",42,101,4102,42101004102,41.02,"Census Tract 41.02","G5020","S",391854,0,39.9179425,-75.1600628,"Philadelphia","PA","19148"
