"id","species","primary_breed","secondary_breed","gender","altered","age_intake","age_group","intake_asilomar","intake_condition","intake_date","intake_type","intake_subtype","intake_reason","intake_sitename","agency_name","outcome_asilomar","release_date","outcome_date","outcome_type","outcome_subtype","outcome_sitename","outcome_city","outcome_state","outcome_ZIP","wait_days","wday_intake","data.card.id","animal_type","date_start","checklist_ACCT","checklist_CHQ","checklist_LL","checklist_PP","checklist_SPCA","checklist_TR","checklist_VET","wday_start","date_submitted","ideal_adoption_timeline","reason_for_adoption","specific_animal","adults_in_home","children_in_home","all_household_agree","allergies","home_owner","home_pet_policy","budget_monthly","budget_emergency","home_alone_avg","home_alone_max","return_pet","how_heard","reason.for.adoption_gift_ind","reason.for.adoption_mouser_ind","reason.for.adoption_my.kids_ind","reason.for.adoption_myself_ind","reason.for.adoption_other_ind","reason.for.adoption_protection_ind","experience_bred.sold_ind","experience_current.housemates.pet_ind","experience_currently.have.pet_ind","experience_euthanized_ind","experience_given.away_ind","experience_given.to.shelter_ind","experience_grew.up.with_ind","experience_never.lived.with_ind","experience_past.housemates.pet_ind","experience_pet.died.in.care_ind","experience_pet.ran.away_ind","pet.kept_crate_ind","pet.kept_inside.only_ind","pet.kept_inside.outside_ind","pet.kept_inside.with.yard.access_ind","pet.kept_leash.harness_ind","pet.kept_other_ind","pet.kept_outside.only_ind","pet.kept_supervised.in.my.yard_ind","pet.kept_unsupervised.access.to.my.yard.9doggie.door.etc_ind","pet.kept_unsupervised.access.to.my.yard.doggie.door.etc_ind","exercise_dog.parks_ind","exercise_jogging.together_ind","exercise_not.much_ind","exercise_other.pets_ind","exercise_playing.in.my.yard_ind","exercise_toys_ind","exercise_walks.off.leash_ind","exercise_walks.on.leash_ind","needs_declaw_ind","needs_groom.myself_ind","needs_nail.clip_ind","needs_no.grooming_ind","needs_not.sure_ind","needs_other_ind","needs_professional.groomer_ind","needs_scratching.post_ind","return_allergies.appear_ind","return_becomes.aggressive_ind","return_destructive_ind","return_jumps.on.furniture_ind","return_moving.too.far_ind","return_new.baby_ind","return_not.allowed.new.living.space_ind","return_not.enough.time_ind","return_not.housebroken_ind","return_other_ind","return_pet.sheds_ind","return_too.playful_ind","return_vet.becomes.expensive_ind","return_ind"
"5a78912697a6e085d6c1186d","Cat","Domestic Shorthair","Mix","F","Yes",12,"1 to 2 years","Healthy","Healthy",2018-02-03,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-02-10,2018-02-10,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19121,7,"Sat","5a78912697a6e085d6c1186d","cat","2018-02-05 17:15:18",NA,NA,0.09,0.09,NA,0.09,0.09,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a9b234315507a1c83935f4d","Cat","Domestic Shorthair","Mix","F","Yes",12,"1 to 2 years","Healthy","Healthy",2018-02-04,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-03-03,2018-03-03,"Adoption","PAC","PAWS Offsite Adoptions","HAVERFORD","PA",19041,27,"Sun","5a9b234315507a1c83935f4d","cat","2018-03-03 22:35:47",NA,NA,0,0,NA,0,0,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a731cf44a088c0e314c1f00","Cat","Domestic Shorthair","Mix","M","Yes",6,"12 weeks to 6 months","Healthy","Healthy",2018-02-05,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-02-17,2018-02-17,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19131,12,"Mon","5a731cf44a088c0e314c1f00","cat","2018-02-01 13:58:12",NA,NA,6.13,1.24,NA,1.23,6.13,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a832c87fcdfa37413d4f899","Cat","Domestic Shorthair","Mix","F","Yes",7,"6 months to 1 year","Healthy","Healthy",2018-02-05,"Stray","Project Meow",NA,"PAWS Foster Program",NA,NA,2018-02-18,2018-02-18,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19142,13,"Mon","5a832c87fcdfa37413d4f899","cat","2018-02-13 18:20:55",NA,NA,0.96,0.96,NA,0.96,0.96,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a9c689f3c4416ec4b046265","Cat","Domestic Shorthair","Mix","F","Yes",6,"6 months to 1 year","Healthy","Healthy",2018-02-05,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-03-06,2018-03-06,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19143,29,"Mon","5a9c689f3c4416ec4b046265","cat","2018-03-04 21:43:59",NA,0.01,0.01,0.01,NA,0,0.01,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b91658f14a09163caf6a77a","Cat","Domestic Shorthair","Mix","F","Yes",4,"12 weeks to 6 months","Healthy","Healthy",2018-02-06,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-09-16,2018-09-16,"Adoption","PAC","PAC","PHILADELPHIA","PA",19104,222,"Tue","5b91658f14a09163caf6a77a","cat","2018-09-08 15:58:55",NA,0,8.06,0,NA,0,0,"Sat",2018-09-06,"one-month-or-more","myself",FALSE,"0",0,"yes","not-sure,no-allergies","company","havent-asked",500,5000,5,8,"none",NA,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5aa445d80ff64077e9119329","Cat","Domestic Shorthair","Mix","F","Yes",35,"2 to 4 years",NA,"Healthy",2018-02-05,"Stray","Public Drop Off",NA,"Grays Ferry Avenue",NA,NA,2018-03-22,2018-03-22,"Adoption","Foster Home","PAWS Foster Program","PHILADELPHIA","PA",19104,45,"Mon","5aa445d80ff64077e9119329","cat","2018-03-10 20:53:44",NA,NA,0.01,0,NA,0.01,0.01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5aa563656770615ad8131a7d","Cat","Domestic Shorthair","Mix","M","Yes",12,"1 to 2 years",NA,"Healthy",2018-02-06,"Stray","Project Meow",NA,"Grays Ferry Avenue",NA,NA,2018-03-15,2018-03-15,"Adoption","Special Event Offsite","Kawaii Kitty Cafe","PHILADELPHIA","PA",19147,37,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b9c2f394ac95d2f60ab3c60","Cat","Domestic Shorthair","Mix","F","Yes",12,"1 to 2 years","Healthy","Healthy",2018-02-07,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-10-17,2018-10-17,"Adoption","Foster Home","PAWS Foster Program","DARBY","PA",19023,252,"Wed","5b9c2f394ac95d2f60ab3c60","cat","2018-09-14 21:59:21",NA,0.71,0.71,0.71,NA,0.7,0.72,"Fri",2018-09-14,"today","myself,mouser",TRUE,"0",0,"yes","no-allergies","myself",NA,50,500,10,10,"other","website",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5a872cd92e90e20b1fd76250","Cat","Domestic Shorthair","Mix","M","Yes",35,"2 to 4 years",NA,"Injured",2018-02-07,"Stray","Public Drop Off",NA,"Grays Ferry Avenue",NA,NA,2018-02-16,2018-02-16,"Adoption","PAC","PAWS Offsite Adoptions","ARDMORE","PA",19003,9,"Wed","5a872cd92e90e20b1fd76250","cat","2018-02-16 19:11:21",NA,NA,0,0,NA,0,0,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a84be2c6f7d3a6a24d8f094","Cat","Domestic Shorthair","Mix","F","Yes",60,"4 to 6 years",NA,"Healthy",2018-02-08,"Stray","Public Drop Off",NA,"Grays Ferry Avenue",NA,NA,2018-02-14,2018-02-14,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19152,6,"Thu","5a84be2c6f7d3a6a24d8f094","cat","2018-02-14 22:54:36",NA,NA,0,0,NA,0,0,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a88b9eeb139cf646ecb579b","Cat","Domestic Shorthair","Mix","M","Yes",36,"2 to 4 years","Healthy","Healthy",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-02-17,2018-02-17,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19102,8,"Fri","5a88b9eeb139cf646ecb579b","cat","2018-02-17 23:25:34",NA,NA,0.05,0.05,NA,0.05,0.05,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a9098caf431dea314c96e36","Cat","Domestic Shorthair","Mix","M","Yes",48,"4 to 6 years","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-02-25,2018-02-25,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19147,16,"Fri","5a9098caf431dea314c96e36","cat","2018-02-23 22:42:18",NA,NA,0.91,0.91,NA,0.91,1.8,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b296fcfd4a4658c4abdc8f7","Cat","Domestic Shorthair","Mix","M","Yes",84,"6 to 10 years","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-06-30,2018-06-30,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19143,141,"Fri","5b296fcfd4a4658c4abdc8f7","cat","2018-06-19 21:04:15",NA,0.01,0.01,0.01,NA,0.01,0.02,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a7e283f429527d509db466c","Cat","Domestic Shorthair","Mix","F","Yes",12,"1 to 2 years","Healthy","Healthy",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-02-14,2018-02-14,"Adoption","PAC","PAWS Offsite Adoptions","PHILADELPHIA","PA",19130,5,"Fri","5a7e283f429527d509db466c","cat","2018-02-09 23:01:19",NA,NA,0,0,NA,0,0,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ac91c35454896a16287fc56","Cat","Domestic Shorthair","Mix","M","Yes",72,"6 to 10 years","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-06-22,2018-06-22,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19147,133,"Fri","5ac91c35454896a16287fc56","cat","2018-04-07 19:29:57",NA,0.01,0,0,NA,76.09,0.01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5aa579be16e9e625fad87a09","Cat","Domestic Shorthair","Mix","F","Yes",24,"1 to 2 years","Healthy","Healthy",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-03-11,2018-03-11,"Adoption","Grant Avenue","Grant Avenue","WYNCOTE","PA",19095,30,"Fri","5aa579be16e9e625fad87a09","cat","2018-03-11 18:47:26",NA,0.01,0.01,0.01,NA,0.01,0.01,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a9c810148084b057619076e","Cat","Domestic Shorthair","Domestic Shorthair","M","Yes",3,"12 weeks to 6 months","Healthy","Healthy",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-03-08,2018-03-08,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19111,27,"Fri","5a9c810148084b057619076e","cat","2018-03-04 23:28:01",NA,NA,0.7,0.7,NA,0.7,0.7,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5aa5560afb134a29f740d913","Cat","Domestic Shorthair","Domestic Shorthair","M","Yes",3,"12 weeks to 6 months","Healthy","Healthy",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-03-12,2018-03-12,"Adoption","Grant Avenue","Grant Avenue","CLIFTON HEIGHTS","PA",19018,31,"Fri","5aa5560afb134a29f740d913","cat","2018-03-11 16:15:06",NA,0.02,0.02,0.02,NA,0.02,0.02,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590fa1fc59983c890368ddbc","Cat","Domestic Shorthair","Domestic Shorthair","F","Yes",3,"12 weeks to 6 months","Healthy","Healthy",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-03-11,2018-03-11,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19115,30,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a95baccce8038ac7a266a89","Cat","Domestic Shorthair","Mix","F","Yes",48,"2 to 4 years","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-03-02,2018-03-02,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19149,21,"Fri","5a95baccce8038ac7a266a89","cat","2018-02-27 20:08:44",NA,NA,0.13,0.13,NA,0.13,1.98,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ac75fbe0d2cd76ecdafc16e","Cat","Domestic Shorthair","Mix","F","Yes",49,"2 to 4 years","Healthy","Sick",2018-03-31,"Return","Returned Adoption","Unrealistic Expectations","Grant Avenue",NA,"Healthy",2018-04-21,2018-04-21,"Adoption","Petsmart Oregon Avenue","PAWS Offsite Adoptions","PHILADELPHIA","PA",19145,21,"Sat","5ac75fbe0d2cd76ecdafc16e","cat","2018-04-06 11:53:34",NA,0.22,0.22,0.22,NA,0.22,5.06,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b17d6860044028d48e6305f","Cat","Domestic Shorthair","Mix","F","Yes",51,"2 to 4 years","Healthy","Healthy",2018-05-01,"Return","Returned Adoption","Behavior Issues","Grays Ferry Avenue",NA,"Healthy",2018-08-24,2018-08-24,"Adoption","Petsmart Oregon Avenue","PAWS Offsite Adoptions","PHILADELPHIA","PA",19143,115,"Tue","5b17d6860044028d48e6305f","cat","2018-06-06 12:41:42",NA,0.02,0.02,0.02,NA,0.02,0.02,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a6e174376539420108006e8","Cat","Domestic Shorthair","Mix","F","Yes",11,"6 months to 1 year","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-02-18,2018-02-18,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19114,9,"Fri","5a6e174376539420108006e8","cat","2018-01-28 18:32:35",NA,NA,0.01,0.01,NA,0.01,9.11,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a99723edac67960466a52d4","Cat","Domestic Shorthair","Mix","M","Yes",12,"1 to 2 years","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-03-03,2018-03-03,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19111,22,"Fri","5a99723edac67960466a52d4","cat","2018-03-02 15:48:14",NA,NA,1.04,1.03,NA,1.02,1.04,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b0eafff984f0c1ddc3a2c45","Cat","Domestic Shorthair","Mix","M","Yes",12,"6 months to 1 year","Healthy","Healthy",2018-03-04,"Return","Returned Adoption","Unrealistic Expectations","Grant Avenue",NA,"Healthy",2018-06-01,2018-06-01,"Adoption","Grant Avenue","PAWS Foster Program","PHILADELPHIA","PA",19114,89,"Sun","5b0eafff984f0c1ddc3a2c45","cat","2018-05-30 14:06:55",NA,1.32,1.32,1.32,NA,1.32,1.32,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a8893bc0b9d2c474014a415","Cat","Domestic Shorthair","Mix","F","Yes",60,"1 to 2 years","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-02-18,2018-02-18,"Adoption","Grant Avenue","Grant Avenue","PHILADELPHIA","PA",19103,9,"Fri","5a8893bc0b9d2c474014a415","cat","2018-02-17 20:42:36",NA,NA,0,0,NA,0,0,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b69c91bab721b18abc77fb3","Cat","Domestic Shorthair","Mix","M","Yes",48,"4 to 6 years","Healthy","Sick",2018-02-09,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","Camden County Animal Shelter","Healthy",2018-08-09,2018-08-09,"Adoption","Foster Home","PAWS Foster Program","RIDLEY PARK","PA",19078,181,"Fri","5b69c91bab721b18abc77fb3","cat","2018-08-07 16:30:19",NA,0.21,0.21,0.21,NA,0.21,0.23,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
